Statistic,Quarter,NACE Rev 2 Economic Sector,value
Actual hours worked per week,2015Q4,"Public administration and defence, compulsory social security (O)",3.1
Actual hours worked per week,2015Q4,Education (P),3.6
Actual hours worked per week,2015Q4,Human health and social work activities (Q),8.0
Actual hours worked per week,2015Q4,Industry (B to E),8.8
Actual hours worked per week,2015Q4,Industry and Construction (B to F),12.5
Actual hours worked per week,2015Q4,Services (G to U),48.7
Actual hours worked per week,2015Q4,"Financial, insurance and real estate activities (K,L)",3.4
Actual hours worked per week,2015Q4,Other NACE activities (R to U),3.2
Actual hours worked per week,2015Q4,Not stated,0.2
Actual hours worked per week,2016Q1,All NACE economic sectors,68.9
Actual hours worked per week,2016Q1,"Agriculture, forestry and fishing (A)",5.0
Actual hours worked per week,2016Q1,Construction (F),4.1
Actual hours worked per week,2016Q1,"Wholesale and retail trade, repair of motor vehicles and motorcycles (G)",8.9
Actual hours worked per week,2016Q1,Transportation and storage (H),3.4
Actual hours worked per week,2016Q1,Accommodation and food service activities (I),4.5
Actual hours worked per week,2016Q1,Information and communication (J),3.9
Actual hours worked per week,2016Q1,"Professional, scientific and technical activities (M)",4.5
Actual hours worked per week,2016Q1,Administrative and support service activities (N),2.6
Actual hours worked per week,2016Q1,"Public administration and defence, compulsory social security (O)",3.2
Actual hours worked per week,2016Q1,Education (P),3.6
Actual hours worked per week,2016Q1,Human health and social work activities (Q),8.1
Actual hours worked per week,2016Q1,Industry (B to E),9.6
Actual hours worked per week,2016Q1,Industry and Construction (B to F),13.7
Actual hours worked per week,2016Q1,Services (G to U),49.9
Actual hours worked per week,2016Q1,"Financial, insurance and real estate activities (K,L)",3.8
Actual hours worked per week,2016Q1,Other NACE activities (R to U),3.4
Actual hours worked per week,2016Q1,Not stated,0.2
Actual hours worked per week,2016Q2,All NACE economic sectors,71.3
Actual hours worked per week,2016Q2,"Agriculture, forestry and fishing (A)",5.6
Actual hours worked per week,2016Q2,Construction (F),4.4
Actual hours worked per week,2016Q2,"Wholesale and retail trade, repair of motor vehicles and motorcycles (G)",9.1
Actual hours worked per week,2016Q2,Transportation and storage (H),3.4
Actual hours worked per week,2016Q2,Accommodation and food service activities (I),4.6
Actual hours worked per week,2016Q2,Information and communication (J),3.8
Actual hours worked per week,2016Q2,"Professional, scientific and technical activities (M)",4.7
Actual hours worked per week,2016Q2,Administrative and support service activities (N),2.7
Actual hours worked per week,2016Q2,"Public administration and defence, compulsory social security (O)",3.3
Actual hours worked per week,2016Q2,Education (P),3.9
Actual hours worked per week,2016Q2,Human health and social work activities (Q),8.0
Actual hours worked per week,2016Q2,Industry (B to E),10.1
Actual hours worked per week,2016Q2,Industry and Construction (B to F),14.5
Actual hours worked per week,2016Q2,Services (G to U),51.0
Actual hours worked per week,2016Q2,"Financial, insurance and real estate activities (K,L)",3.9
Actual hours worked per week,2016Q2,Other NACE activities (R to U),3.5
Actual hours worked per week,2016Q2,Not stated,0.2
Actual hours worked per week,2016Q3,All NACE economic sectors,69.8
Actual hours worked per week,2016Q3,"Agriculture, forestry and fishing (A)",5.4
Actual hours worked per week,2016Q3,Construction (F),4.4
Actual hours worked per week,2016Q3,"Wholesale and retail trade, repair of motor vehicles and motorcycles (G)",9.2
Actual hours worked per week,2016Q3,Transportation and storage (H),3.3
Actual hours worked per week,2016Q3,Accommodation and food service activities (I),4.9
Actual hours worked per week,2016Q3,Information and communication (J),3.9
Actual hours worked per week,2016Q3,"Professional, scientific and technical activities (M)",4.9
Actual hours worked per week,2016Q3,Administrative and support service activities (N),2.7
Actual hours worked per week,2016Q3,"Public administration and defence, compulsory social security (O)",3.1
Actual hours worked per week,2016Q3,Education (P),2.6
Actual hours worked per week,2016Q3,Human health and social work activities (Q),8.0
Actual hours worked per week,2016Q3,Industry (B to E),10.2
Actual hours worked per week,2016Q3,Industry and Construction (B to F),14.6
Actual hours worked per week,2016Q3,Services (G to U),49.6
Actual hours worked per week,2016Q3,"Financial, insurance and real estate activities (K,L)",3.8
Actual hours worked per week,2016Q3,Other NACE activities (R to U),3.4
Actual hours worked per week,2016Q3,Not stated,0.2
Actual hours worked per week,2016Q4,All NACE economic sectors,69.7
Actual hours worked per week,2016Q4,"Agriculture, forestry and fishing (A)",5.1
Actual hours worked per week,2016Q4,Construction (F),4.2
Actual hours worked per week,2016Q4,"Wholesale and retail trade, repair of motor vehicles and motorcycles (G)",9.2
Actual hours worked per week,2016Q4,Transportation and storage (H),3.3
Actual hours worked per week,2016Q4,Accommodation and food service activities (I),4.6
Actual hours worked per week,2016Q4,Information and communication (J),3.8
Actual hours worked per week,2016Q4,"Professional, scientific and technical activities (M)",4.9
Actual hours worked per week,2016Q4,Administrative and support service activities (N),2.6
Actual hours worked per week,2016Q4,"Public administration and defence, compulsory social security (O)",3.1
Actual hours worked per week,2016Q4,Education (P),3.8
Actual hours worked per week,2016Q4,Human health and social work activities (Q),8.2
Actual hours worked per week,2016Q4,Industry (B to E),9.8
Actual hours worked per week,2016Q4,Industry and Construction (B to F),14.0
Actual hours worked per week,2016Q4,Services (G to U),50.4
Actual hours worked per week,2016Q4,"Financial, insurance and real estate activities (K,L)",3.6
Actual hours worked per week,2016Q4,Other NACE activities (R to U),3.3
Actual hours worked per week,2016Q4,Not stated,0.2
Actual hours worked per week,2017Q1,All NACE economic sectors,72.6
Actual hours worked per week,2017Q1,"Agriculture, forestry and fishing (A)",5.0
Actual hours worked per week,2017Q1,Construction (F),4.6
Actual hours worked per week,2017Q1,"Wholesale and retail trade, repair of motor vehicles and motorcycles (G)",9.5
Actual hours worked per week,2017Q1,Transportation and storage (H),3.3
Actual hours worked per week,2017Q1,Accommodation and food service activities (I),4.6
Actual hours worked per week,2017Q1,Information and communication (J),4.2
Actual hours worked per week,2017Q1,"Professional, scientific and technical activities (M)",4.8
Actual hours worked per week,2017Q1,Administrative and support service activities (N),3.0
Actual hours worked per week,2017Q1,"Public administration and defence, compulsory social security (O)",3.4
Actual hours worked per week,2017Q1,Education (P),4.0
Actual hours worked per week,2017Q1,Human health and social work activities (Q),8.4
Actual hours worked per week,2017Q1,Industry (B to E),10.4
Actual hours worked per week,2017Q1,Industry and Construction (B to F),15.0
Actual hours worked per week,2017Q1,Services (G to U),52.4
Actual hours worked per week,2017Q1,"Financial, insurance and real estate activities (K,L)",3.9
Actual hours worked per week,2017Q1,Other NACE activities (R to U),3.4
Actual hours worked per week,2017Q1,Not stated,0.2
Actual hours worked per week,2017Q2,All NACE economic sectors,72.3
Actual hours worked per week,2017Q2,"Agriculture, forestry and fishing (A)",5.3
Actual hours worked per week,2017Q2,Construction (F),4.6
Actual hours worked per week,2017Q2,"Wholesale and retail trade, repair of motor vehicles and motorcycles (G)",9.4
Actual hours worked per week,2017Q2,Transportation and storage (H),3.3
Actual hours worked per week,2017Q2,Accommodation and food service activities (I),4.8
Actual hours worked per week,2017Q2,Information and communication (J),4.1
Actual hours worked per week,2017Q2,"Professional, scientific and technical activities (M)",4.8
Actual hours worked per week,2017Q2,Administrative and support service activities (N),3.0
Actual hours worked per week,2017Q2,"Public administration and defence, compulsory social security (O)",3.3
Actual hours worked per week,2017Q2,Education (P),3.7
Actual hours worked per week,2017Q2,Human health and social work activities (Q),8.6
Actual hours worked per week,2017Q2,Industry (B to E),10.1
Actual hours worked per week,2017Q2,Industry and Construction (B to F),14.8
Actual hours worked per week,2017Q2,Services (G to U),52.0
Actual hours worked per week,2017Q2,"Financial, insurance and real estate activities (K,L)",3.6
Actual hours worked per week,2017Q2,Other NACE activities (R to U),3.4
Actual hours worked per week,2017Q2,Not stated,0.2
Actual hours worked per week,2017Q3,All NACE economic sectors,73.6
Actual hours worked per week,2017Q3,"Agriculture, forestry and fishing (A)",5.5
Actual hours worked per week,2017Q3,Construction (F),5.0
Actual hours worked per week,2017Q3,"Wholesale and retail trade, repair of motor vehicles and motorcycles (G)",9.4
Actual hours worked per week,2017Q3,Transportation and storage (H),3.5
Actual hours worked per week,2017Q3,Accommodation and food service activities (I),5.0
Actual hours worked per week,2017Q3,Information and communication (J),4.3
Actual hours worked per week,2017Q3,"Professional, scientific and technical activities (M)",4.8
Actual hours worked per week,2017Q3,Administrative and support service activities (N),2.9
Actual hours worked per week,2017Q3,"Public administration and defence, compulsory social security (O)",3.3
Actual hours worked per week,2017Q3,Education (P),3.0
Actual hours worked per week,2017Q3,Human health and social work activities (Q),8.4
Actual hours worked per week,2017Q3,Industry (B to E),10.8
Actual hours worked per week,2017Q3,Industry and Construction (B to F),15.8
Actual hours worked per week,2017Q3,Services (G to U),52.1
Actual hours worked per week,2017Q3,"Financial, insurance and real estate activities (K,L)",3.9
Actual hours worked per week,2017Q3,Other NACE activities (R to U),3.4
Actual hours worked per week,2017Q3,Not stated,0.3
Actual hours worked per week,2017Q4,All NACE economic sectors,73.7
Actual hours worked per week,2017Q4,"Agriculture, forestry and fishing (A)",5.2
Actual hours worked per week,2017Q4,Construction (F),5.0
Actual hours worked per week,2017Q4,"Wholesale and retail trade, repair of motor vehicles and motorcycles (G)",9.5
Actual hours worked per week,2017Q4,Transportation and storage (H),3.5
Actual hours worked per week,2017Q4,Accommodation and food service activities (I),4.8
Actual hours worked per week,2017Q4,Information and communication (J),4.1
Actual hours worked per week,2017Q4,"Professional, scientific and technical activities (M)",4.7
Actual hours worked per week,2017Q4,Administrative and support service activities (N),2.8
Actual hours worked per week,2017Q4,"Public administration and defence, compulsory social security (O)",3.5
Actual hours worked per week,2017Q4,Education (P),4.3
Actual hours worked per week,2017Q4,Human health and social work activities (Q),8.5
Actual hours worked per week,2017Q4,Industry (B to E),10.2
Actual hours worked per week,2017Q4,Industry and Construction (B to F),15.2
Actual hours worked per week,2017Q4,Services (G to U),53.0
Actual hours worked per week,2017Q4,"Financial, insurance and real estate activities (K,L)",3.7
Actual hours worked per week,2017Q4,Other NACE activities (R to U),3.4
Actual hours worked per week,2017Q4,Not stated,0.3
Actual hours worked per week,2018Q1,All NACE economic sectors,74.2
Actual hours worked per week,2018Q1,"Agriculture, forestry and fishing (A)",5.5
Actual hours worked per week,2018Q1,Construction (F),5.0
Actual hours worked per week,2018Q1,"Wholesale and retail trade, repair of motor vehicles and motorcycles (G)",9.1
Actual hours worked per week,2018Q1,Transportation and storage (H),3.5
Actual hours worked per week,2018Q1,Accommodation and food service activities (I),4.8
Actual hours worked per week,2018Q1,Information and communication (J),4.4
Actual hours worked per week,2018Q1,"Professional, scientific and technical activities (M)",4.8
Actual hours worked per week,2018Q1,Administrative and support service activities (N),3.0
Actual hours worked per week,2018Q1,"Public administration and defence, compulsory social security (O)",3.6
Actual hours worked per week,2018Q1,Education (P),4.2
Actual hours worked per week,2018Q1,Human health and social work activities (Q),8.5
Actual hours worked per week,2018Q1,Industry (B to E),10.2
Actual hours worked per week,2018Q1,Industry and Construction (B to F),15.3
Actual hours worked per week,2018Q1,Services (G to U),53.1
Actual hours worked per week,2018Q1,"Financial, insurance and real estate activities (K,L)",3.7
Actual hours worked per week,2018Q1,Other NACE activities (R to U),3.4
Actual hours worked per week,2018Q1,Not stated,0.2
Actual hours worked per week,2018Q2,All NACE economic sectors,77.8
Actual hours worked per week,2018Q2,"Agriculture, forestry and fishing (A)",5.3
Actual hours worked per week,2018Q2,Construction (F),5.7
Actual hours worked per week,2018Q2,"Wholesale and retail trade, repair of motor vehicles and motorcycles (G)",9.5
Actual hours worked per week,2018Q2,Transportation and storage (H),3.6
Actual hours worked per week,2018Q2,Accommodation and food service activities (I),5.4
Actual hours worked per week,2018Q2,Information and communication (J),4.3
Actual hours worked per week,2018Q2,"Professional, scientific and technical activities (M)",5.2
Actual hours worked per week,2018Q2,Administrative and support service activities (N),3.4
Actual hours worked per week,2018Q2,"Public administration and defence, compulsory social security (O)",3.7
Actual hours worked per week,2018Q2,Education (P),4.5
Actual hours worked per week,2018Q2,Human health and social work activities (Q),9.0
Actual hours worked per week,2018Q2,Industry (B to E),10.6
Actual hours worked per week,2018Q2,Industry and Construction (B to F),16.3
Actual hours worked per week,2018Q2,Services (G to U),55.9
Actual hours worked per week,2018Q2,"Financial, insurance and real estate activities (K,L)",3.9
Actual hours worked per week,2018Q2,Other NACE activities (R to U),3.4
Actual hours worked per week,2018Q2,Not stated,0.3
Actual hours worked per week,2018Q3,All NACE economic sectors,75.4
Actual hours worked per week,2018Q3,"Agriculture, forestry and fishing (A)",5.1
Actual hours worked per week,2018Q3,Construction (F),5.7
Actual hours worked per week,2018Q3,"Wholesale and retail trade, repair of motor vehicles and motorcycles (G)",9.4
Actual hours worked per week,2018Q3,Transportation and storage (H),3.7
Actual hours worked per week,2018Q3,Accommodation and food service activities (I),5.5
Actual hours worked per week,2018Q3,Information and communication (J),4.6
Actual hours worked per week,2018Q3,"Professional, scientific and technical activities (M)",4.8
Actual hours worked per week,2018Q3,Administrative and support service activities (N),3.4
Actual hours worked per week,2018Q3,"Public administration and defence, compulsory social security (O)",3.6
Actual hours worked per week,2018Q3,Education (P),3.2
Actual hours worked per week,2018Q3,Human health and social work activities (Q),8.6
Actual hours worked per week,2018Q3,Industry (B to E),10.6
Actual hours worked per week,2018Q3,Industry and Construction (B to F),16.3
Actual hours worked per week,2018Q3,Services (G to U),53.7
Actual hours worked per week,2018Q3,"Financial, insurance and real estate activities (K,L)",3.5
Actual hours worked per week,2018Q3,Other NACE activities (R to U),3.5
Actual hours worked per week,2018Q3,Not stated,0.3
Actual hours worked per week,2018Q4,All NACE economic sectors,76.2
Actual hours worked per week,2018Q4,"Agriculture, forestry and fishing (A)",4.9
Actual hours worked per week,2018Q4,Construction (F),5.3
Actual hours worked per week,2018Q4,"Wholesale and retail trade, repair of motor vehicles and motorcycles (G)",9.9
Actual hours worked per week,2018Q4,Transportation and storage (H),3.7
Actual hours worked per week,2018Q4,Accommodation and food service activities (I),5.4
Actual hours worked per week,2018Q4,Information and communication (J),4.2
Actual hours worked per week,2018Q4,"Professional, scientific and technical activities (M)",4.7
Actual hours worked per week,2018Q4,Administrative and support service activities (N),3.3
Actual hours worked per week,2018Q4,"Public administration and defence, compulsory social security (O)",3.8
Actual hours worked per week,2018Q4,Education (P),4.8
Actual hours worked per week,2018Q4,Human health and social work activities (Q),9.0
Actual hours worked per week,2018Q4,Industry (B to E),10.0
Actual hours worked per week,2018Q4,Industry and Construction (B to F),15.3
Actual hours worked per week,2018Q4,Services (G to U),55.8
Actual hours worked per week,2018Q4,"Financial, insurance and real estate activities (K,L)",3.7
Actual hours worked per week,2018Q4,Other NACE activities (R to U),3.4
Actual hours worked per week,2018Q4,Not stated,0.2
Actual hours worked per week,2019Q1,All NACE economic sectors,78.3
Actual hours worked per week,2019Q1,"Agriculture, forestry and fishing (A)",5.0
Actual hours worked per week,2019Q1,Construction (F),5.5
Actual hours worked per week,2019Q1,"Wholesale and retail trade, repair of motor vehicles and motorcycles (G)",9.6
Actual hours worked per week,2019Q1,Transportation and storage (H),3.9
Actual hours worked per week,2019Q1,Accommodation and food service activities (I),5.1
Actual hours worked per week,2019Q1,Information and communication (J),4.4
Actual hours worked per week,2019Q1,"Professional, scientific and technical activities (M)",5.1
Actual hours worked per week,2019Q1,Administrative and support service activities (N),3.5
Actual hours worked per week,2019Q1,"Public administration and defence, compulsory social security (O)",3.8
Actual hours worked per week,2019Q1,Education (P),5.0
Actual hours worked per week,2019Q1,Human health and social work activities (Q),9.1
Actual hours worked per week,2019Q1,Industry (B to E),10.8
Actual hours worked per week,2019Q1,Industry and Construction (B to F),16.3
Actual hours worked per week,2019Q1,Services (G to U),56.8
Actual hours worked per week,2019Q1,"Financial, insurance and real estate activities (K,L)",4.0
Actual hours worked per week,2019Q1,Other NACE activities (R to U),3.3
Actual hours worked per week,2019Q1,Not stated,0.2
Actual hours worked per week,2019Q2,All NACE economic sectors,79.0
Actual hours worked per week,2019Q2,"Agriculture, forestry and fishing (A)",5.1
Actual hours worked per week,2019Q2,Construction (F),5.6
Actual hours worked per week,2019Q2,"Wholesale and retail trade, repair of motor vehicles and motorcycles (G)",9.5
Actual hours worked per week,2019Q2,Transportation and storage (H),4.0
Actual hours worked per week,2019Q2,Accommodation and food service activities (I),5.4
Actual hours worked per week,2019Q2,Information and communication (J),4.5
Actual hours worked per week,2019Q2,"Professional, scientific and technical activities (M)",5.0
Actual hours worked per week,2019Q2,Administrative and support service activities (N),3.6
Actual hours worked per week,2019Q2,"Public administration and defence, compulsory social security (O)",4.0
Actual hours worked per week,2019Q2,Education (P),4.6
Actual hours worked per week,2019Q2,Human health and social work activities (Q),9.3
Actual hours worked per week,2019Q2,Industry (B to E),10.7
Actual hours worked per week,2019Q2,Industry and Construction (B to F),16.3
Actual hours worked per week,2019Q2,Services (G to U),57.3
Actual hours worked per week,2019Q2,"Financial, insurance and real estate activities (K,L)",4.0
Actual hours worked per week,2019Q2,Other NACE activities (R to U),3.5
Actual hours worked per week,2019Q2,Not stated,0.2
Actual hours worked per week,2019Q3,All NACE economic sectors,77.6
Actual hours worked per week,2019Q3,"Agriculture, forestry and fishing (A)",4.9
Actual hours worked per week,2019Q3,Construction (F),5.8
Actual hours worked per week,2019Q3,"Wholesale and retail trade, repair of motor vehicles and motorcycles (G)",9.5
Actual hours worked per week,2019Q3,Transportation and storage (H),3.7
Actual hours worked per week,2019Q3,Accommodation and food service activities (I),5.4
Actual hours worked per week,2019Q3,Information and communication (J),4.9
Actual hours worked per week,2019Q3,"Professional, scientific and technical activities (M)",4.8
Actual hours worked per week,2019Q3,Administrative and support service activities (N),3.6
Actual hours worked per week,2019Q3,"Public administration and defence, compulsory social security (O)",4.0
Actual hours worked per week,2019Q3,Education (P),3.6
Actual hours worked per week,2019Q3,Human health and social work activities (Q),8.9
Actual hours worked per week,2019Q3,Industry (B to E),11.0
Actual hours worked per week,2019Q3,Industry and Construction (B to F),16.7
Actual hours worked per week,2019Q3,Services (G to U),55.7
Actual hours worked per week,2019Q3,"Financial, insurance and real estate activities (K,L)",4.0
Actual hours worked per week,2019Q3,Other NACE activities (R to U),3.4
Actual hours worked per week,2019Q3,Not stated,0.2
Actual hours worked per week,2019Q4,All NACE economic sectors,78.2
Actual hours worked per week,2019Q4,"Agriculture, forestry and fishing (A)",4.9
Actual hours worked per week,2019Q4,Construction (F),5.5
Actual hours worked per week,2019Q4,"Wholesale and retail trade, repair of motor vehicles and motorcycles (G)",9.6
Actual hours worked per week,2019Q4,Transportation and storage (H),3.8
Actual hours worked per week,2019Q4,Accommodation and food service activities (I),5.2
Actual hours worked per week,2019Q4,Information and communication (J),4.6
Actual hours worked per week,2019Q4,"Professional, scientific and technical activities (M)",5.0
Actual hours worked per week,2019Q4,Administrative and support service activities (N),3.6
Actual hours worked per week,2019Q4,"Public administration and defence, compulsory social security (O)",4.0
Actual hours worked per week,2019Q4,Education (P),5.1
Actual hours worked per week,2019Q4,Human health and social work activities (Q),9.0
Actual hours worked per week,2019Q4,Industry (B to E),10.4
Actual hours worked per week,2019Q4,Industry and Construction (B to F),15.9
Actual hours worked per week,2019Q4,Services (G to U),57.2
Actual hours worked per week,2019Q4,"Financial, insurance and real estate activities (K,L)",4.0
Actual hours worked per week,2019Q4,Other NACE activities (R to U),3.4
Actual hours worked per week,2019Q4,Not stated,0.2
Actual hours worked per week,2020Q1,All NACE economic sectors,77.0
Actual hours worked per week,2020Q1,"Agriculture, forestry and fishing (A)",4.8
Actual hours worked per week,2020Q1,Construction (F),5.3
Actual hours worked per week,2020Q1,"Wholesale and retail trade, repair of motor vehicles and motorcycles (G)",9.5
Actual hours worked per week,2020Q1,Transportation and storage (H),3.6
Actual hours worked per week,2020Q1,Accommodation and food service activities (I),4.5
Actual hours worked per week,2020Q1,Information and communication (J),4.8
Actual hours worked per week,2020Q1,"Professional, scientific and technical activities (M)",5.4
Actual hours worked per week,2020Q1,Administrative and support service activities (N),3.2
Actual hours worked per week,2020Q1,"Public administration and defence, compulsory social security (O)",4.1
Actual hours worked per week,2020Q1,Education (P),4.9
Actual hours worked per week,2020Q1,Human health and social work activities (Q),8.9
Actual hours worked per week,2020Q1,Industry (B to E),10.5
Actual hours worked per week,2020Q1,Industry and Construction (B to F),15.9
Actual hours worked per week,2020Q1,Services (G to U),56.1
Actual hours worked per week,2020Q1,"Financial, insurance and real estate activities (K,L)",4.2
Actual hours worked per week,2020Q1,Other NACE activities (R to U),3.1
Actual hours worked per week,2020Q1,Not stated,
Actual hours worked per week,2020Q2,All NACE economic sectors,61.6
Actual hours worked per week,2020Q2,"Agriculture, forestry and fishing (A)",4.6
Actual hours worked per week,2020Q2,Construction (F),2.7
Actual hours worked per week,2020Q2,"Wholesale and retail trade, repair of motor vehicles and motorcycles (G)",7.1
Actual hours worked per week,2020Q2,Transportation and storage (H),2.5
Actual hours worked per week,2020Q2,Accommodation and food service activities (I),1.3
Actual hours worked per week,2020Q2,Information and communication (J),4.9
Actual hours worked per week,2020Q2,"Professional, scientific and technical activities (M)",4.5
Actual hours worked per week,2020Q2,Administrative and support service activities (N),2.3
Actual hours worked per week,2020Q2,"Public administration and defence, compulsory social security (O)",4.2
Actual hours worked per week,2020Q2,Education (P),4.1
Actual hours worked per week,2020Q2,Human health and social work activities (Q),8.0
Actual hours worked per week,2020Q2,Industry (B to E),9.5
Actual hours worked per week,2020Q2,Industry and Construction (B to F),12.2
Actual hours worked per week,2020Q2,Services (G to U),44.8
Actual hours worked per week,2020Q2,"Financial, insurance and real estate activities (K,L)",4.6
Actual hours worked per week,2020Q2,Other NACE activities (R to U),1.3
Actual hours worked per week,2020Q2,Not stated,
Actual hours worked per week,2020Q3,All NACE economic sectors,73.5
Actual hours worked per week,2020Q3,"Agriculture, forestry and fishing (A)",4.7
Actual hours worked per week,2020Q3,Construction (F),5.1
Actual hours worked per week,2020Q3,"Wholesale and retail trade, repair of motor vehicles and motorcycles (G)",9.8
Actual hours worked per week,2020Q3,Transportation and storage (H),3.1
Actual hours worked per week,2020Q3,Accommodation and food service activities (I),3.7
Actual hours worked per week,2020Q3,Information and communication (J),4.7
Actual hours worked per week,2020Q3,"Professional, scientific and technical activities (M)",4.8
Actual hours worked per week,2020Q3,Administrative and support service activities (N),2.9
Actual hours worked per week,2020Q3,"Public administration and defence, compulsory social security (O)",4.1
Actual hours worked per week,2020Q3,Education (P),3.6
Actual hours worked per week,2020Q3,Human health and social work activities (Q),8.6
Actual hours worked per week,2020Q3,Industry (B to E),11.0
Actual hours worked per week,2020Q3,Industry and Construction (B to F),16.0
Actual hours worked per week,2020Q3,Services (G to U),52.6
Actual hours worked per week,2020Q3,"Financial, insurance and real estate activities (K,L)",4.4
Actual hours worked per week,2020Q3,Other NACE activities (R to U),2.9
Actual hours worked per week,2020Q3,Not stated,
Actual hours worked per week,2020Q4,All NACE economic sectors,71.7
Actual hours worked per week,2020Q4,"Agriculture, forestry and fishing (A)",4.8
Actual hours worked per week,2020Q4,Construction (F),4.8
Actual hours worked per week,2020Q4,"Wholesale and retail trade, repair of motor vehicles and motorcycles (G)",9.2
Actual hours worked per week,2020Q4,Transportation and storage (H),3.3
Actual hours worked per week,2020Q4,Accommodation and food service activities (I),2.5
Actual hours worked per week,2020Q4,Information and communication (J),4.9
Actual hours worked per week,2020Q4,"Professional, scientific and technical activities (M)",4.9
Actual hours worked per week,2020Q4,Administrative and support service activities (N),2.4
Actual hours worked per week,2020Q4,"Public administration and defence, compulsory social security (O)",4.1
Actual hours worked per week,2020Q4,Education (P),5.1
Actual hours worked per week,2020Q4,Human health and social work activities (Q),8.7
Actual hours worked per week,2020Q4,Industry (B to E),10.7
Actual hours worked per week,2020Q4,Industry and Construction (B to F),15.5
Actual hours worked per week,2020Q4,Services (G to U),51.3
Actual hours worked per week,2020Q4,"Financial, insurance and real estate activities (K,L)",4.2
Actual hours worked per week,2020Q4,Other NACE activities (R to U),2.2
Actual hours worked per week,2020Q4,Not stated,
Actual hours worked per week,2021Q1,All NACE economic sectors,69.9
Actual hours worked per week,2021Q1,"Agriculture, forestry and fishing (A)",4.9
Actual hours worked per week,2021Q1,Construction (F),3.5
Actual hours worked per week,2021Q1,"Wholesale and retail trade, repair of motor vehicles and motorcycles (G)",8.4
Actual hours worked per week,2021Q1,Transportation and storage (H),2.8
Actual hours worked per week,2021Q1,Accommodation and food service activities (I),1.7
Actual hours worked per week,2021Q1,Information and communication (J),5.4
Actual hours worked per week,2021Q1,"Professional, scientific and technical activities (M)",5.2
Actual hours worked per week,2021Q1,Administrative and support service activities (N),2.3
Actual hours worked per week,2021Q1,"Public administration and defence, compulsory social security (O)",4.3
Actual hours worked per week,2021Q1,Education (P),5.5
Actual hours worked per week,2021Q1,Human health and social work activities (Q),8.8
Actual hours worked per week,2021Q1,Industry (B to E),11.1
Actual hours worked per week,2021Q1,Industry and Construction (B to F),14.6
Actual hours worked per week,2021Q1,Services (G to U),50.4
Actual hours worked per week,2021Q1,"Financial, insurance and real estate activities (K,L)",4.3
Actual hours worked per week,2021Q1,Other NACE activities (R to U),1.7
Actual hours worked per week,2021Q1,Not stated,
Actual hours worked per week,2021Q2,All NACE economic sectors,77.1
Actual hours worked per week,2021Q2,"Agriculture, forestry and fishing (A)",5.1
Actual hours worked per week,2021Q2,Construction (F),4.6
Actual hours worked per week,2021Q2,"Wholesale and retail trade, repair of motor vehicles and motorcycles (G)",9.2
Actual hours worked per week,2021Q2,Transportation and storage (H),3.2
Actual hours worked per week,2021Q2,Accommodation and food service activities (I),2.9
Actual hours worked per week,2021Q2,Information and communication (J),5.2
Actual hours worked per week,2021Q2,"Professional, scientific and technical activities (M)",5.5
Actual hours worked per week,2021Q2,Administrative and support service activities (N),3.0
Actual hours worked per week,2021Q2,"Public administration and defence, compulsory social security (O)",4.5
Actual hours worked per week,2021Q2,Education (P),5.5
Actual hours worked per week,2021Q2,Human health and social work activities (Q),9.4
Actual hours worked per week,2021Q2,Industry (B to E),11.5
Actual hours worked per week,2021Q2,Industry and Construction (B to F),16.1
Actual hours worked per week,2021Q2,Services (G to U),55.7
Actual hours worked per week,2021Q2,"Financial, insurance and real estate activities (K,L)",4.7
Actual hours worked per week,2021Q2,Other NACE activities (R to U),2.5
Actual hours worked per week,2021Q2,Not stated,
Actual hours worked per week,2021Q3,All NACE economic sectors,78.7
Actual hours worked per week,2021Q3,"Agriculture, forestry and fishing (A)",4.9
Actual hours worked per week,2021Q3,Construction (F),5.5
Actual hours worked per week,2021Q3,"Wholesale and retail trade, repair of motor vehicles and motorcycles (G)",9.3
Actual hours worked per week,2021Q3,Transportation and storage (H),3.6
Actual hours worked per week,2021Q3,Accommodation and food service activities (I),4.9
Actual hours worked per week,2021Q3,Information and communication (J),5.3
Actual hours worked per week,2021Q3,"Professional, scientific and technical activities (M)",5.5
Actual hours worked per week,2021Q3,Administrative and support service activities (N),3.2
Actual hours worked per week,2021Q3,"Public administration and defence, compulsory social security (O)",4.3
Actual hours worked per week,2021Q3,Education (P),4.2
Actual hours worked per week,2021Q3,Human health and social work activities (Q),9.1
Actual hours worked per week,2021Q3,Industry (B to E),10.9
Actual hours worked per week,2021Q3,Industry and Construction (B to F),16.4
Actual hours worked per week,2021Q3,Services (G to U),57.3
Actual hours worked per week,2021Q3,"Financial, insurance and real estate activities (K,L)",4.5
Actual hours worked per week,2021Q3,Other NACE activities (R to U),3.4
Actual hours worked per week,2021Q3,Not stated,
Actual hours worked per week,2021Q4,All NACE economic sectors,79.2
Actual hours worked per week,2021Q4,"Agriculture, forestry and fishing (A)",4.5
Actual hours worked per week,2021Q4,Construction (F),5.6
Actual hours worked per week,2021Q4,"Wholesale and retail trade, repair of motor vehicles and motorcycles (G)",9.1
Actual hours worked per week,2021Q4,Transportation and storage (H),3.5
Actual hours worked per week,2021Q4,Accommodation and food service activities (I),4.1
Actual hours worked per week,2021Q4,Information and communication (J),5.9
