Statistic,Quarter,Sex,Usual Hours Worked,value
Persons aged 15-89 years in Employment,2018Q3,Both sexes,45 hours and over,334.9
Persons aged 15-89 years in Employment,2018Q3,Both sexes,Variable Hours (see note),115.8
Persons aged 15-89 years in Employment,2018Q3,Male,0 - 9.5 hours,15.8
Persons aged 15-89 years in Employment,2018Q3,Male,10 - 19.5 hours,40.7
Persons aged 15-89 years in Employment,2018Q3,Male,20 - 29.5 hours,69.5
Persons aged 15-89 years in Employment,2018Q3,Male,30 - 34.5 hours,39.8
Persons aged 15-89 years in Employment,2018Q3,Male,35 - 39.5 hours,340.7
Persons aged 15-89 years in Employment,2018Q3,Male,40 - 44.5 hours,386.6
Persons aged 15-89 years in Employment,2018Q3,Male,45 hours and over,270.6
Persons aged 15-89 years in Employment,2018Q3,Male,Variable Hours (see note),73.4
Persons aged 15-89 years in Employment,2018Q3,Female,0 - 9.5 hours,29.7
Persons aged 15-89 years in Employment,2018Q3,Female,10 - 19.5 hours,99.1
Persons aged 15-89 years in Employment,2018Q3,Female,20 - 29.5 hours,191.5
Persons aged 15-89 years in Employment,2018Q3,Female,30 - 34.5 hours,100.2
Persons aged 15-89 years in Employment,2018Q3,Female,35 - 39.5 hours,317.7
Persons aged 15-89 years in Employment,2018Q3,Female,40 - 44.5 hours,200.7
Persons aged 15-89 years in Employment,2018Q3,Female,45 hours and over,64.2
Persons aged 15-89 years in Employment,2018Q3,Female,Variable Hours (see note),42.4
Persons aged 15-89 years in Employment,2018Q4,Both sexes,0 - 9.5 hours,47.2
Persons aged 15-89 years in Employment,2018Q4,Both sexes,10 - 19.5 hours,148.1
Persons aged 15-89 years in Employment,2018Q4,Both sexes,20 - 29.5 hours,262.3
Persons aged 15-89 years in Employment,2018Q4,Both sexes,30 - 34.5 hours,131.9
Persons aged 15-89 years in Employment,2018Q4,Both sexes,35 - 39.5 hours,647.8
Persons aged 15-89 years in Employment,2018Q4,Both sexes,40 - 44.5 hours,600.1
Persons aged 15-89 years in Employment,2018Q4,Both sexes,45 hours and over,337.2
Persons aged 15-89 years in Employment,2018Q4,Both sexes,Variable Hours (see note),115.8
Persons aged 15-89 years in Employment,2018Q4,Male,0 - 9.5 hours,17.0
Persons aged 15-89 years in Employment,2018Q4,Male,10 - 19.5 hours,45.2
Persons aged 15-89 years in Employment,2018Q4,Male,20 - 29.5 hours,69.8
Persons aged 15-89 years in Employment,2018Q4,Male,30 - 34.5 hours,35.0
Persons aged 15-89 years in Employment,2018Q4,Male,35 - 39.5 hours,330.7
Persons aged 15-89 years in Employment,2018Q4,Male,40 - 44.5 hours,400.7
Persons aged 15-89 years in Employment,2018Q4,Male,45 hours and over,268.5
Persons aged 15-89 years in Employment,2018Q4,Male,Variable Hours (see note),68.8
Persons aged 15-89 years in Employment,2018Q4,Female,0 - 9.5 hours,30.2
Persons aged 15-89 years in Employment,2018Q4,Female,10 - 19.5 hours,102.9
Persons aged 15-89 years in Employment,2018Q4,Female,20 - 29.5 hours,192.5
Persons aged 15-89 years in Employment,2018Q4,Female,30 - 34.5 hours,96.9
Persons aged 15-89 years in Employment,2018Q4,Female,35 - 39.5 hours,317.1
Persons aged 15-89 years in Employment,2018Q4,Female,40 - 44.5 hours,199.4
Persons aged 15-89 years in Employment,2018Q4,Female,45 hours and over,68.7
Persons aged 15-89 years in Employment,2018Q4,Female,Variable Hours (see note),47.1
Persons aged 15-89 years in Employment,2019Q1,Both sexes,0 - 9.5 hours,51.3
Persons aged 15-89 years in Employment,2019Q1,Both sexes,10 - 19.5 hours,151.4
Persons aged 15-89 years in Employment,2019Q1,Both sexes,20 - 29.5 hours,261.9
Persons aged 15-89 years in Employment,2019Q1,Both sexes,30 - 34.5 hours,135.5
Persons aged 15-89 years in Employment,2019Q1,Both sexes,35 - 39.5 hours,660.2
Persons aged 15-89 years in Employment,2019Q1,Both sexes,40 - 44.5 hours,594.8
Persons aged 15-89 years in Employment,2019Q1,Both sexes,45 hours and over,339.6
Persons aged 15-89 years in Employment,2019Q1,Both sexes,Variable Hours (see note),117.9
Persons aged 15-89 years in Employment,2019Q1,Male,0 - 9.5 hours,17.0
Persons aged 15-89 years in Employment,2019Q1,Male,10 - 19.5 hours,41.3
Persons aged 15-89 years in Employment,2019Q1,Male,20 - 29.5 hours,63.9
Persons aged 15-89 years in Employment,2019Q1,Male,30 - 34.5 hours,35.0
Persons aged 15-89 years in Employment,2019Q1,Male,35 - 39.5 hours,341.1
Persons aged 15-89 years in Employment,2019Q1,Male,40 - 44.5 hours,396.4
Persons aged 15-89 years in Employment,2019Q1,Male,45 hours and over,275.3
Persons aged 15-89 years in Employment,2019Q1,Male,Variable Hours (see note),73.8
Persons aged 15-89 years in Employment,2019Q1,Female,0 - 9.5 hours,34.2
Persons aged 15-89 years in Employment,2019Q1,Female,10 - 19.5 hours,110.1
Persons aged 15-89 years in Employment,2019Q1,Female,20 - 29.5 hours,198.1
Persons aged 15-89 years in Employment,2019Q1,Female,30 - 34.5 hours,100.5
Persons aged 15-89 years in Employment,2019Q1,Female,35 - 39.5 hours,319.1
Persons aged 15-89 years in Employment,2019Q1,Female,40 - 44.5 hours,198.4
Persons aged 15-89 years in Employment,2019Q1,Female,45 hours and over,64.3
Persons aged 15-89 years in Employment,2019Q1,Female,Variable Hours (see note),44.2
Persons aged 15-89 years in Employment,2019Q2,Both sexes,0 - 9.5 hours,44.0
Persons aged 15-89 years in Employment,2019Q2,Both sexes,10 - 19.5 hours,151.1
Persons aged 15-89 years in Employment,2019Q2,Both sexes,20 - 29.5 hours,265.9
Persons aged 15-89 years in Employment,2019Q2,Both sexes,30 - 34.5 hours,138.8
Persons aged 15-89 years in Employment,2019Q2,Both sexes,35 - 39.5 hours,655.9
Persons aged 15-89 years in Employment,2019Q2,Both sexes,40 - 44.5 hours,605.5
Persons aged 15-89 years in Employment,2019Q2,Both sexes,45 hours and over,349.8
Persons aged 15-89 years in Employment,2019Q2,Both sexes,Variable Hours (see note),100.4
Persons aged 15-89 years in Employment,2019Q2,Male,0 - 9.5 hours,14.5
Persons aged 15-89 years in Employment,2019Q2,Male,10 - 19.5 hours,38.8
Persons aged 15-89 years in Employment,2019Q2,Male,20 - 29.5 hours,69.9
Persons aged 15-89 years in Employment,2019Q2,Male,30 - 34.5 hours,34.0
Persons aged 15-89 years in Employment,2019Q2,Male,35 - 39.5 hours,340.9
Persons aged 15-89 years in Employment,2019Q2,Male,40 - 44.5 hours,401.0
Persons aged 15-89 years in Employment,2019Q2,Male,45 hours and over,284.7
Persons aged 15-89 years in Employment,2019Q2,Male,Variable Hours (see note),65.8
Persons aged 15-89 years in Employment,2019Q2,Female,0 - 9.5 hours,29.5
Persons aged 15-89 years in Employment,2019Q2,Female,10 - 19.5 hours,112.3
Persons aged 15-89 years in Employment,2019Q2,Female,20 - 29.5 hours,196.1
Persons aged 15-89 years in Employment,2019Q2,Female,30 - 34.5 hours,104.8
Persons aged 15-89 years in Employment,2019Q2,Female,35 - 39.5 hours,315.0
Persons aged 15-89 years in Employment,2019Q2,Female,40 - 44.5 hours,204.5
Persons aged 15-89 years in Employment,2019Q2,Female,45 hours and over,65.1
Persons aged 15-89 years in Employment,2019Q2,Female,Variable Hours (see note),34.6
Persons aged 15-89 years in Employment,2019Q3,Both sexes,0 - 9.5 hours,42.3
Persons aged 15-89 years in Employment,2019Q3,Both sexes,10 - 19.5 hours,141.7
Persons aged 15-89 years in Employment,2019Q3,Both sexes,20 - 29.5 hours,268.5
Persons aged 15-89 years in Employment,2019Q3,Both sexes,30 - 34.5 hours,148.8
Persons aged 15-89 years in Employment,2019Q3,Both sexes,35 - 39.5 hours,676.6
Persons aged 15-89 years in Employment,2019Q3,Both sexes,40 - 44.5 hours,597.9
Persons aged 15-89 years in Employment,2019Q3,Both sexes,45 hours and over,352.2
Persons aged 15-89 years in Employment,2019Q3,Both sexes,Variable Hours (see note),113.6
Persons aged 15-89 years in Employment,2019Q3,Male,0 - 9.5 hours,13.4
Persons aged 15-89 years in Employment,2019Q3,Male,10 - 19.5 hours,35.8
Persons aged 15-89 years in Employment,2019Q3,Male,20 - 29.5 hours,74.9
Persons aged 15-89 years in Employment,2019Q3,Male,30 - 34.5 hours,39.1
Persons aged 15-89 years in Employment,2019Q3,Male,35 - 39.5 hours,357.7
Persons aged 15-89 years in Employment,2019Q3,Male,40 - 44.5 hours,398.4
Persons aged 15-89 years in Employment,2019Q3,Male,45 hours and over,283.7
Persons aged 15-89 years in Employment,2019Q3,Male,Variable Hours (see note),66.5
Persons aged 15-89 years in Employment,2019Q3,Female,0 - 9.5 hours,28.9
Persons aged 15-89 years in Employment,2019Q3,Female,10 - 19.5 hours,105.9
Persons aged 15-89 years in Employment,2019Q3,Female,20 - 29.5 hours,193.6
Persons aged 15-89 years in Employment,2019Q3,Female,30 - 34.5 hours,109.7
Persons aged 15-89 years in Employment,2019Q3,Female,35 - 39.5 hours,318.9
Persons aged 15-89 years in Employment,2019Q3,Female,40 - 44.5 hours,199.5
Persons aged 15-89 years in Employment,2019Q3,Female,45 hours and over,68.5
Persons aged 15-89 years in Employment,2019Q3,Female,Variable Hours (see note),47.2
Persons aged 15-89 years in Employment,2019Q4,Both sexes,0 - 9.5 hours,60.9
Persons aged 15-89 years in Employment,2019Q4,Both sexes,10 - 19.5 hours,160.4
Persons aged 15-89 years in Employment,2019Q4,Both sexes,20 - 29.5 hours,269.8
Persons aged 15-89 years in Employment,2019Q4,Both sexes,30 - 34.5 hours,153.0
Persons aged 15-89 years in Employment,2019Q4,Both sexes,35 - 39.5 hours,676.8
Persons aged 15-89 years in Employment,2019Q4,Both sexes,40 - 44.5 hours,581.6
Persons aged 15-89 years in Employment,2019Q4,Both sexes,45 hours and over,358.6
Persons aged 15-89 years in Employment,2019Q4,Both sexes,Variable Hours (see note),116.7
Persons aged 15-89 years in Employment,2019Q4,Male,0 - 9.5 hours,23.4
Persons aged 15-89 years in Employment,2019Q4,Male,10 - 19.5 hours,46.8
Persons aged 15-89 years in Employment,2019Q4,Male,20 - 29.5 hours,74.8
Persons aged 15-89 years in Employment,2019Q4,Male,30 - 34.5 hours,41.9
Persons aged 15-89 years in Employment,2019Q4,Male,35 - 39.5 hours,353.1
Persons aged 15-89 years in Employment,2019Q4,Male,40 - 44.5 hours,386.3
Persons aged 15-89 years in Employment,2019Q4,Male,45 hours and over,285.4
Persons aged 15-89 years in Employment,2019Q4,Male,Variable Hours (see note),71.8
Persons aged 15-89 years in Employment,2019Q4,Female,0 - 9.5 hours,37.5
Persons aged 15-89 years in Employment,2019Q4,Female,10 - 19.5 hours,113.6
Persons aged 15-89 years in Employment,2019Q4,Female,20 - 29.5 hours,195.1
Persons aged 15-89 years in Employment,2019Q4,Female,30 - 34.5 hours,111.2
Persons aged 15-89 years in Employment,2019Q4,Female,35 - 39.5 hours,323.7
Persons aged 15-89 years in Employment,2019Q4,Female,40 - 44.5 hours,195.3
Persons aged 15-89 years in Employment,2019Q4,Female,45 hours and over,73.2
Persons aged 15-89 years in Employment,2019Q4,Female,Variable Hours (see note),44.9
Persons aged 15-89 years in Employment,2020Q1,Both sexes,0 - 9.5 hours,64.3
Persons aged 15-89 years in Employment,2020Q1,Both sexes,10 - 19.5 hours,160.3
Persons aged 15-89 years in Employment,2020Q1,Both sexes,20 - 29.5 hours,261.1
Persons aged 15-89 years in Employment,2020Q1,Both sexes,30 - 34.5 hours,151.8
Persons aged 15-89 years in Employment,2020Q1,Both sexes,35 - 39.5 hours,676.3
Persons aged 15-89 years in Employment,2020Q1,Both sexes,40 - 44.5 hours,594.2
Persons aged 15-89 years in Employment,2020Q1,Both sexes,45 hours and over,357.8
Persons aged 15-89 years in Employment,2020Q1,Both sexes,Variable Hours (see note),103.1
Persons aged 15-89 years in Employment,2020Q1,Male,0 - 9.5 hours,23.3
Persons aged 15-89 years in Employment,2020Q1,Male,10 - 19.5 hours,42.9
Persons aged 15-89 years in Employment,2020Q1,Male,20 - 29.5 hours,66.6
Persons aged 15-89 years in Employment,2020Q1,Male,30 - 34.5 hours,39.5
Persons aged 15-89 years in Employment,2020Q1,Male,35 - 39.5 hours,360.5
Persons aged 15-89 years in Employment,2020Q1,Male,40 - 44.5 hours,397.5
Persons aged 15-89 years in Employment,2020Q1,Male,45 hours and over,281.5
Persons aged 15-89 years in Employment,2020Q1,Male,Variable Hours (see note),67.8
Persons aged 15-89 years in Employment,2020Q1,Female,0 - 9.5 hours,41.0
Persons aged 15-89 years in Employment,2020Q1,Female,10 - 19.5 hours,117.4
Persons aged 15-89 years in Employment,2020Q1,Female,20 - 29.5 hours,194.4
Persons aged 15-89 years in Employment,2020Q1,Female,30 - 34.5 hours,112.3
Persons aged 15-89 years in Employment,2020Q1,Female,35 - 39.5 hours,315.8
Persons aged 15-89 years in Employment,2020Q1,Female,40 - 44.5 hours,196.7
Persons aged 15-89 years in Employment,2020Q1,Female,45 hours and over,76.3
Persons aged 15-89 years in Employment,2020Q1,Female,Variable Hours (see note),35.3
Persons aged 15-89 years in Employment,2020Q2,Both sexes,0 - 9.5 hours,35.4
Persons aged 15-89 years in Employment,2020Q2,Both sexes,10 - 19.5 hours,114.0
Persons aged 15-89 years in Employment,2020Q2,Both sexes,20 - 29.5 hours,232.0
Persons aged 15-89 years in Employment,2020Q2,Both sexes,30 - 34.5 hours,135.0
Persons aged 15-89 years in Employment,2020Q2,Both sexes,35 - 39.5 hours,668.0
Persons aged 15-89 years in Employment,2020Q2,Both sexes,40 - 44.5 hours,561.3
Persons aged 15-89 years in Employment,2020Q2,Both sexes,45 hours and over,330.4
Persons aged 15-89 years in Employment,2020Q2,Both sexes,Variable Hours (see note),85.3
Persons aged 15-89 years in Employment,2020Q2,Male,0 - 9.5 hours,12.8
Persons aged 15-89 years in Employment,2020Q2,Male,10 - 19.5 hours,33.4
Persons aged 15-89 years in Employment,2020Q2,Male,20 - 29.5 hours,62.1
Persons aged 15-89 years in Employment,2020Q2,Male,30 - 34.5 hours,38.8
Persons aged 15-89 years in Employment,2020Q2,Male,35 - 39.5 hours,346.8
Persons aged 15-89 years in Employment,2020Q2,Male,40 - 44.5 hours,382.5
Persons aged 15-89 years in Employment,2020Q2,Male,45 hours and over,260.0
Persons aged 15-89 years in Employment,2020Q2,Male,Variable Hours (see note),51.2
Persons aged 15-89 years in Employment,2020Q2,Female,0 - 9.5 hours,22.6
Persons aged 15-89 years in Employment,2020Q2,Female,10 - 19.5 hours,80.6
Persons aged 15-89 years in Employment,2020Q2,Female,20 - 29.5 hours,169.9
Persons aged 15-89 years in Employment,2020Q2,Female,30 - 34.5 hours,96.2
Persons aged 15-89 years in Employment,2020Q2,Female,35 - 39.5 hours,321.2
Persons aged 15-89 years in Employment,2020Q2,Female,40 - 44.5 hours,178.8
Persons aged 15-89 years in Employment,2020Q2,Female,45 hours and over,70.4
Persons aged 15-89 years in Employment,2020Q2,Female,Variable Hours (see note),34.1
Persons aged 15-89 years in Employment,2020Q3,Both sexes,0 - 9.5 hours,37.2
Persons aged 15-89 years in Employment,2020Q3,Both sexes,10 - 19.5 hours,130.6
Persons aged 15-89 years in Employment,2020Q3,Both sexes,20 - 29.5 hours,253.0
Persons aged 15-89 years in Employment,2020Q3,Both sexes,30 - 34.5 hours,157.7
Persons aged 15-89 years in Employment,2020Q3,Both sexes,35 - 39.5 hours,715.7
Persons aged 15-89 years in Employment,2020Q3,Both sexes,40 - 44.5 hours,570.9
Persons aged 15-89 years in Employment,2020Q3,Both sexes,45 hours and over,315.9
Persons aged 15-89 years in Employment,2020Q3,Both sexes,Variable Hours (see note),94.0
Persons aged 15-89 years in Employment,2020Q3,Male,0 - 9.5 hours,12.1
Persons aged 15-89 years in Employment,2020Q3,Male,10 - 19.5 hours,41.2
Persons aged 15-89 years in Employment,2020Q3,Male,20 - 29.5 hours,72.6
Persons aged 15-89 years in Employment,2020Q3,Male,30 - 34.5 hours,46.2
Persons aged 15-89 years in Employment,2020Q3,Male,35 - 39.5 hours,366.6
Persons aged 15-89 years in Employment,2020Q3,Male,40 - 44.5 hours,388.6
Persons aged 15-89 years in Employment,2020Q3,Male,45 hours and over,255.4
Persons aged 15-89 years in Employment,2020Q3,Male,Variable Hours (see note),58.0
Persons aged 15-89 years in Employment,2020Q3,Female,0 - 9.5 hours,25.1
Persons aged 15-89 years in Employment,2020Q3,Female,10 - 19.5 hours,89.4
Persons aged 15-89 years in Employment,2020Q3,Female,20 - 29.5 hours,180.3
Persons aged 15-89 years in Employment,2020Q3,Female,30 - 34.5 hours,111.6
Persons aged 15-89 years in Employment,2020Q3,Female,35 - 39.5 hours,349.1
Persons aged 15-89 years in Employment,2020Q3,Female,40 - 44.5 hours,182.3
Persons aged 15-89 years in Employment,2020Q3,Female,45 hours and over,60.5
Persons aged 15-89 years in Employment,2020Q3,Female,Variable Hours (see note),36.0
Persons aged 15-89 years in Employment,2020Q4,Both sexes,0 - 9.5 hours,46.1
Persons aged 15-89 years in Employment,2020Q4,Both sexes,10 - 19.5 hours,136.7
Persons aged 15-89 years in Employment,2020Q4,Both sexes,20 - 29.5 hours,252.1
Persons aged 15-89 years in Employment,2020Q4,Both sexes,30 - 34.5 hours,151.7
Persons aged 15-89 years in Employment,2020Q4,Both sexes,35 - 39.5 hours,710.8
Persons aged 15-89 years in Employment,2020Q4,Both sexes,40 - 44.5 hours,591.5
Persons aged 15-89 years in Employment,2020Q4,Both sexes,45 hours and over,332.2
Persons aged 15-89 years in Employment,2020Q4,Both sexes,Variable Hours (see note),84.0
Persons aged 15-89 years in Employment,2020Q4,Male,0 - 9.5 hours,16.5
Persons aged 15-89 years in Employment,2020Q4,Male,10 - 19.5 hours,43.5
Persons aged 15-89 years in Employment,2020Q4,Male,20 - 29.5 hours,69.1
Persons aged 15-89 years in Employment,2020Q4,Male,30 - 34.5 hours,43.3
Persons aged 15-89 years in Employment,2020Q4,Male,35 - 39.5 hours,360.9
Persons aged 15-89 years in Employment,2020Q4,Male,40 - 44.5 hours,397.3
Persons aged 15-89 years in Employment,2020Q4,Male,45 hours and over,266.9
Persons aged 15-89 years in Employment,2020Q4,Male,Variable Hours (see note),51.7
Persons aged 15-89 years in Employment,2020Q4,Female,0 - 9.5 hours,29.6
Persons aged 15-89 years in Employment,2020Q4,Female,10 - 19.5 hours,93.1
Persons aged 15-89 years in Employment,2020Q4,Female,20 - 29.5 hours,183.0
Persons aged 15-89 years in Employment,2020Q4,Female,30 - 34.5 hours,108.4
Persons aged 15-89 years in Employment,2020Q4,Female,35 - 39.5 hours,349.9
Persons aged 15-89 years in Employment,2020Q4,Female,40 - 44.5 hours,194.2
Persons aged 15-89 years in Employment,2020Q4,Female,45 hours and over,65.3
Persons aged 15-89 years in Employment,2020Q4,Female,Variable Hours (see note),32.3
Persons aged 15-89 years in Employment,2021Q1,Both sexes,0 - 9.5 hours,49.2
Persons aged 15-89 years in Employment,2021Q1,Both sexes,10 - 19.5 hours,153.2
Persons aged 15-89 years in Employment,2021Q1,Both sexes,20 - 29.5 hours,249.4
Persons aged 15-89 years in Employment,2021Q1,Both sexes,30 - 34.5 hours,161.0
Persons aged 15-89 years in Employment,2021Q1,Both sexes,35 - 39.5 hours,704.4
Persons aged 15-89 years in Employment,2021Q1,Both sexes,40 - 44.5 hours,563.9
Persons aged 15-89 years in Employment,2021Q1,Both sexes,45 hours and over,319.6
Persons aged 15-89 years in Employment,2021Q1,Both sexes,Variable Hours (see note),59.2
Persons aged 15-89 years in Employment,2021Q1,Male,0 - 9.5 hours,18.4
Persons aged 15-89 years in Employment,2021Q1,Male,10 - 19.5 hours,50.2
Persons aged 15-89 years in Employment,2021Q1,Male,20 - 29.5 hours,75.4
Persons aged 15-89 years in Employment,2021Q1,Male,30 - 34.5 hours,45.4
Persons aged 15-89 years in Employment,2021Q1,Male,35 - 39.5 hours,365.0
Persons aged 15-89 years in Employment,2021Q1,Male,40 - 44.5 hours,377.1
Persons aged 15-89 years in Employment,2021Q1,Male,45 hours and over,251.3
Persons aged 15-89 years in Employment,2021Q1,Male,Variable Hours (see note),34.7
Persons aged 15-89 years in Employment,2021Q1,Female,0 - 9.5 hours,30.8
Persons aged 15-89 years in Employment,2021Q1,Female,10 - 19.5 hours,103.0
Persons aged 15-89 years in Employment,2021Q1,Female,20 - 29.5 hours,174.0
Persons aged 15-89 years in Employment,2021Q1,Female,30 - 34.5 hours,115.5
Persons aged 15-89 years in Employment,2021Q1,Female,35 - 39.5 hours,339.4
Persons aged 15-89 years in Employment,2021Q1,Female,40 - 44.5 hours,186.8
Persons aged 15-89 years in Employment,2021Q1,Female,45 hours and over,68.3
Persons aged 15-89 years in Employment,2021Q1,Female,Variable Hours (see note),24.5
Persons aged 15-89 years in Employment,2021Q2,Both sexes,0 - 9.5 hours,44.2
Persons aged 15-89 years in Employment,2021Q2,Both sexes,10 - 19.5 hours,164.2
Persons aged 15-89 years in Employment,2021Q2,Both sexes,20 - 29.5 hours,284.9
Persons aged 15-89 years in Employment,2021Q2,Both sexes,30 - 34.5 hours,152.7
Persons aged 15-89 years in Employment,2021Q2,Both sexes,35 - 39.5 hours,788.8
Persons aged 15-89 years in Employment,2021Q2,Both sexes,40 - 44.5 hours,587.7
Persons aged 15-89 years in Employment,2021Q2,Both sexes,45 hours and over,312.7
Persons aged 15-89 years in Employment,2021Q2,Both sexes,Variable Hours (see note),47.0
Persons aged 15-89 years in Employment,2021Q2,Male,0 - 9.5 hours,15.1
Persons aged 15-89 years in Employment,2021Q2,Male,10 - 19.5 hours,52.8
Persons aged 15-89 years in Employment,2021Q2,Male,20 - 29.5 hours,86.4
Persons aged 15-89 years in Employment,2021Q2,Male,30 - 34.5 hours,42.4
Persons aged 15-89 years in Employment,2021Q2,Male,35 - 39.5 hours,422.5
Persons aged 15-89 years in Employment,2021Q2,Male,40 - 44.5 hours,384.9
Persons aged 15-89 years in Employment,2021Q2,Male,45 hours and over,247.4
Persons aged 15-89 years in Employment,2021Q2,Male,Variable Hours (see note),30.8
Persons aged 15-89 years in Employment,2021Q2,Female,0 - 9.5 hours,29.1
Persons aged 15-89 years in Employment,2021Q2,Female,10 - 19.5 hours,111.4
Persons aged 15-89 years in Employment,2021Q2,Female,20 - 29.5 hours,198.5
Persons aged 15-89 years in Employment,2021Q2,Female,30 - 34.5 hours,110.3
Persons aged 15-89 years in Employment,2021Q2,Female,35 - 39.5 hours,366.3
Persons aged 15-89 years in Employment,2021Q2,Female,40 - 44.5 hours,202.8
Persons aged 15-89 years in Employment,2021Q2,Female,45 hours and over,65.3
Persons aged 15-89 years in Employment,2021Q2,Female,Variable Hours (see note),16.2
Persons aged 15-89 years in Employment,2021Q3,Both sexes,0 - 9.5 hours,51.5
Persons aged 15-89 years in Employment,2021Q3,Both sexes,10 - 19.5 hours,174.2
Persons aged 15-89 years in Employment,2021Q3,Both sexes,20 - 29.5 hours,309.2
Persons aged 15-89 years in Employment,2021Q3,Both sexes,30 - 34.5 hours,158.5
Persons aged 15-89 years in Employment,2021Q3,Both sexes,35 - 39.5 hours,777.8
Persons aged 15-89 years in Employment,2021Q3,Both sexes,40 - 44.5 hours,630.5
Persons aged 15-89 years in Employment,2021Q3,Both sexes,45 hours and over,356.8
Persons aged 15-89 years in Employment,2021Q3,Both sexes,Variable Hours (see note),56.4
Persons aged 15-89 years in Employment,2021Q3,Male,0 - 9.5 hours,19.6
Persons aged 15-89 years in Employment,2021Q3,Male,10 - 19.5 hours,56.5
Persons aged 15-89 years in Employment,2021Q3,Male,20 - 29.5 hours,87.8
Persons aged 15-89 years in Employment,2021Q3,Male,30 - 34.5 hours,46.5
Persons aged 15-89 years in Employment,2021Q3,Male,35 - 39.5 hours,404.8
Persons aged 15-89 years in Employment,2021Q3,Male,40 - 44.5 hours,415.2
Persons aged 15-89 years in Employment,2021Q3,Male,45 hours and over,276.2
Persons aged 15-89 years in Employment,2021Q3,Male,Variable Hours (see note),33.7
Persons aged 15-89 years in Employment,2021Q3,Female,0 - 9.5 hours,31.9
Persons aged 15-89 years in Employment,2021Q3,Female,10 - 19.5 hours,117.8
Persons aged 15-89 years in Employment,2021Q3,Female,20 - 29.5 hours,221.4
Persons aged 15-89 years in Employment,2021Q3,Female,30 - 34.5 hours,112.0
Persons aged 15-89 years in Employment,2021Q3,Female,35 - 39.5 hours,373.0
Persons aged 15-89 years in Employment,2021Q3,Female,40 - 44.5 hours,215.3
Persons aged 15-89 years in Employment,2021Q3,Female,45 hours and over,80.7
Persons aged 15-89 years in Employment,2021Q3,Female,Variable Hours (see note),22.7
Persons aged 15-89 years in Employment,2021Q4,Both sexes,0 - 9.5 hours,71.6
Persons aged 15-89 years in Employment,2021Q4,Both sexes,10 - 19.5 hours,196.3
Persons aged 15-89 years in Employment,2021Q4,Both sexes,20 - 29.5 hours,298.2
Persons aged 15-89 years in Employment,2021Q4,Both sexes,30 - 34.5 hours,160.3
Persons aged 15-89 years in Employment,2021Q4,Both sexes,35 - 39.5 hours,742.7
Persons aged 15-89 years in Employment,2021Q4,Both sexes,40 - 44.5 hours,643.6
Persons aged 15-89 years in Employment,2021Q4,Both sexes,45 hours and over,396.6
Persons aged 15-89 years in Employment,2021Q4,Both sexes,Variable Hours (see note),42.1
Persons aged 15-89 years in Employment,2021Q4,Male,0 - 9.5 hours,25.1
Persons aged 15-89 years in Employment,2021Q4,Male,10 - 19.5 hours,66.2
Persons aged 15-89 years in Employment,2021Q4,Male,20 - 29.5 hours,85.0
Persons aged 15-89 years in Employment,2021Q4,Male,30 - 34.5 hours,45.2
Persons aged 15-89 years in Employment,2021Q4,Male,35 - 39.5 hours,378.2
Persons aged 15-89 years in Employment,2021Q4,Male,40 - 44.5 hours,424.8
Persons aged 15-89 years in Employment,2021Q4,Male,45 hours and over,304.1
Persons aged 15-89 years in Employment,2021Q4,Male,Variable Hours (see note),25.0
Persons aged 15-89 years in Employment,2021Q4,Female,0 - 9.5 hours,46.5
Persons aged 15-89 years in Employment,2021Q4,Female,10 - 19.5 hours,130.0
Persons aged 15-89 years in Employment,2021Q4,Female,20 - 29.5 hours,213.2
Persons aged 15-89 years in Employment,2021Q4,Female,30 - 34.5 hours,115.1
Persons aged 15-89 years in Employment,2021Q4,Female,35 - 39.5 hours,364.4
Persons aged 15-89 years in Employment,2021Q4,Female,40 - 44.5 hours,218.8
Persons aged 15-89 years in Employment,2021Q4,Female,45 hours and over,92.5
Persons aged 15-89 years in Employment,2021Q4,Female,Variable Hours (see note),17.0
Persons aged 15-89 years in Employment,2022Q1,Both sexes,0 - 9.5 hours,68.9
Persons aged 15-89 years in Employment,2022Q1,Both sexes,10 - 19.5 hours,188.3
Persons aged 15-89 years in Employment,2022Q1,Both sexes,20 - 29.5 hours,290.0
Persons aged 15-89 years in Employment,2022Q1,Both sexes,30 - 34.5 hours,158.5
Persons aged 15-89 years in Employment,2022Q1,Both sexes,35 - 39.5 hours,741.8
Persons aged 15-89 years in Employment,2022Q1,Both sexes,40 - 44.5 hours,660.7
Persons aged 15-89 years in Employment,2022Q1,Both sexes,45 hours and over,399.3
Persons aged 15-89 years in Employment,2022Q1,Both sexes,Variable Hours (see note),51.8
Persons aged 15-89 years in Employment,2022Q1,Male,0 - 9.5 hours,27.6
Persons aged 15-89 years in Employment,2022Q1,Male,10 - 19.5 hours,59.4
Persons aged 15-89 years in Employment,2022Q1,Male,20 - 29.5 hours,79.4
Persons aged 15-89 years in Employment,2022Q1,Male,30 - 34.5 hours,50.3
Persons aged 15-89 years in Employment,2022Q1,Male,35 - 39.5 hours,384.6
Persons aged 15-89 years in Employment,2022Q1,Male,40 - 44.5 hours,419.1
Persons aged 15-89 years in Employment,2022Q1,Male,45 hours and over,307.0
Persons aged 15-89 years in Employment,2022Q1,Male,Variable Hours (see note),33.3
