NUTS 3 Regions,Quarter,Statistic,value
Mid-West,2009Q3,ILO Unemployment Rate (15 - 74 years) (%),17.4
Mid-West,2009Q3,ILO Participation Rate (15 years and over) (%),65.6
Mid-West,2009Q4,Persons aged 15 years and over in Employment (Thousand),161.3
Mid-West,2009Q4,Unemployed Persons aged 15 years and over (Thousand),34.9
Mid-West,2009Q4,Persons aged 15 years and over in Labour Force (Thousand),196.2
Mid-West,2009Q4,ILO Unemployment Rate (15 - 74 years) (%),17.9
Mid-West,2009Q4,ILO Participation Rate (15 years and over) (%),65.6
Mid-West,2010Q1,Persons aged 15 years and over in Employment (Thousand),155.8
Mid-West,2010Q1,Unemployed Persons aged 15 years and over (Thousand),35.4
Mid-West,2010Q1,Persons aged 15 years and over in Labour Force (Thousand),191.2
Mid-West,2010Q1,ILO Unemployment Rate (15 - 74 years) (%),18.6
Mid-West,2010Q1,ILO Participation Rate (15 years and over) (%),63.9
Mid-West,2010Q2,Persons aged 15 years and over in Employment (Thousand),156.7
Mid-West,2010Q2,Unemployed Persons aged 15 years and over (Thousand),39.6
Mid-West,2010Q2,Persons aged 15 years and over in Labour Force (Thousand),196.2
Mid-West,2010Q2,ILO Unemployment Rate (15 - 74 years) (%),20.2
Mid-West,2010Q2,ILO Participation Rate (15 years and over) (%),65.5
Mid-West,2010Q3,Persons aged 15 years and over in Employment (Thousand),157.6
Mid-West,2010Q3,Unemployed Persons aged 15 years and over (Thousand),40.0
Mid-West,2010Q3,Persons aged 15 years and over in Labour Force (Thousand),197.6
Mid-West,2010Q3,ILO Unemployment Rate (15 - 74 years) (%),20.3
Mid-West,2010Q3,ILO Participation Rate (15 years and over) (%),66.0
Mid-West,2010Q4,Persons aged 15 years and over in Employment (Thousand),156.2
Mid-West,2010Q4,Unemployed Persons aged 15 years and over (Thousand),41.0
Mid-West,2010Q4,Persons aged 15 years and over in Labour Force (Thousand),197.2
Mid-West,2010Q4,ILO Unemployment Rate (15 - 74 years) (%),20.9
Mid-West,2010Q4,ILO Participation Rate (15 years and over) (%),66.1
Mid-West,2011Q1,Persons aged 15 years and over in Employment (Thousand),159.1
Mid-West,2011Q1,Unemployed Persons aged 15 years and over (Thousand),37.6
Mid-West,2011Q1,Persons aged 15 years and over in Labour Force (Thousand),196.7
Mid-West,2011Q1,ILO Unemployment Rate (15 - 74 years) (%),19.2
Mid-West,2011Q1,ILO Participation Rate (15 years and over) (%),66.0
Mid-West,2011Q2,Persons aged 15 years and over in Employment (Thousand),161.9
Mid-West,2011Q2,Unemployed Persons aged 15 years and over (Thousand),39.6
Mid-West,2011Q2,Persons aged 15 years and over in Labour Force (Thousand),201.5
Mid-West,2011Q2,ILO Unemployment Rate (15 - 74 years) (%),19.8
Mid-West,2011Q2,ILO Participation Rate (15 years and over) (%),67.8
Mid-West,2011Q3,Persons aged 15 years and over in Employment (Thousand),159.3
Mid-West,2011Q3,Unemployed Persons aged 15 years and over (Thousand),41.7
Mid-West,2011Q3,Persons aged 15 years and over in Labour Force (Thousand),201.0
Mid-West,2011Q3,ILO Unemployment Rate (15 - 74 years) (%),20.8
Mid-West,2011Q3,ILO Participation Rate (15 years and over) (%),67.5
Mid-West,2011Q4,Persons aged 15 years and over in Employment (Thousand),160.1
Mid-West,2011Q4,Unemployed Persons aged 15 years and over (Thousand),38.6
Mid-West,2011Q4,Persons aged 15 years and over in Labour Force (Thousand),198.7
Mid-West,2011Q4,ILO Unemployment Rate (15 - 74 years) (%),19.5
Mid-West,2011Q4,ILO Participation Rate (15 years and over) (%),66.5
South-East,1998Q1,Persons aged 15 years and over in Employment (Thousand),158.4
South-East,1998Q1,Unemployed Persons aged 15 years and over (Thousand),15.3
South-East,1998Q1,Persons aged 15 years and over in Labour Force (Thousand),173.7
South-East,1998Q1,ILO Unemployment Rate (15 - 74 years) (%),8.9
South-East,1998Q1,ILO Participation Rate (15 years and over) (%),57.0
South-East,1998Q2,Persons aged 15 years and over in Employment (Thousand),159.8
South-East,1998Q2,Unemployed Persons aged 15 years and over (Thousand),14.9
South-East,1998Q2,Persons aged 15 years and over in Labour Force (Thousand),174.7
South-East,1998Q2,ILO Unemployment Rate (15 - 74 years) (%),8.6
South-East,1998Q2,ILO Participation Rate (15 years and over) (%),57.0
South-East,1998Q3,Persons aged 15 years and over in Employment (Thousand),166.7
South-East,1998Q3,Unemployed Persons aged 15 years and over (Thousand),15.1
South-East,1998Q3,Persons aged 15 years and over in Labour Force (Thousand),181.9
South-East,1998Q3,ILO Unemployment Rate (15 - 74 years) (%),8.4
South-East,1998Q3,ILO Participation Rate (15 years and over) (%),58.9
South-East,1998Q4,Persons aged 15 years and over in Employment (Thousand),165.7
South-East,1998Q4,Unemployed Persons aged 15 years and over (Thousand),12.7
South-East,1998Q4,Persons aged 15 years and over in Labour Force (Thousand),178.4
South-East,1998Q4,ILO Unemployment Rate (15 - 74 years) (%),7.2
South-East,1998Q4,ILO Participation Rate (15 years and over) (%),57.5
South-East,1999Q1,Persons aged 15 years and over in Employment (Thousand),166.9
South-East,1999Q1,Unemployed Persons aged 15 years and over (Thousand),13.5
South-East,1999Q1,Persons aged 15 years and over in Labour Force (Thousand),180.3
South-East,1999Q1,ILO Unemployment Rate (15 - 74 years) (%),7.5
South-East,1999Q1,ILO Participation Rate (15 years and over) (%),58.0
South-East,1999Q2,Persons aged 15 years and over in Employment (Thousand),171.4
South-East,1999Q2,Unemployed Persons aged 15 years and over (Thousand),13.9
South-East,1999Q2,Persons aged 15 years and over in Labour Force (Thousand),185.3
South-East,1999Q2,ILO Unemployment Rate (15 - 74 years) (%),7.5
South-East,1999Q2,ILO Participation Rate (15 years and over) (%),59.4
South-East,1999Q3,Persons aged 15 years and over in Employment (Thousand),181.0
South-East,1999Q3,Unemployed Persons aged 15 years and over (Thousand),12.3
South-East,1999Q3,Persons aged 15 years and over in Labour Force (Thousand),193.3
South-East,1999Q3,ILO Unemployment Rate (15 - 74 years) (%),6.4
South-East,1999Q3,ILO Participation Rate (15 years and over) (%),61.7
South-East,1999Q4,Persons aged 15 years and over in Employment (Thousand),178.1
South-East,1999Q4,Unemployed Persons aged 15 years and over (Thousand),10.5
South-East,1999Q4,Persons aged 15 years and over in Labour Force (Thousand),188.7
South-East,1999Q4,ILO Unemployment Rate (15 - 74 years) (%),5.6
South-East,1999Q4,ILO Participation Rate (15 years and over) (%),59.9
South-East,2000Q1,Persons aged 15 years and over in Employment (Thousand),176.6
South-East,2000Q1,Unemployed Persons aged 15 years and over (Thousand),9.4
South-East,2000Q1,Persons aged 15 years and over in Labour Force (Thousand),186.0
South-East,2000Q1,ILO Unemployment Rate (15 - 74 years) (%),5.1
South-East,2000Q1,ILO Participation Rate (15 years and over) (%),59.0
South-East,2000Q2,Persons aged 15 years and over in Employment (Thousand),180.8
South-East,2000Q2,Unemployed Persons aged 15 years and over (Thousand),8.8
South-East,2000Q2,Persons aged 15 years and over in Labour Force (Thousand),189.6
South-East,2000Q2,ILO Unemployment Rate (15 - 74 years) (%),4.7
South-East,2000Q2,ILO Participation Rate (15 years and over) (%),59.9
South-East,2000Q3,Persons aged 15 years and over in Employment (Thousand),187.6
South-East,2000Q3,Unemployed Persons aged 15 years and over (Thousand),8.6
South-East,2000Q3,Persons aged 15 years and over in Labour Force (Thousand),196.2
South-East,2000Q3,ILO Unemployment Rate (15 - 74 years) (%),4.4
South-East,2000Q3,ILO Participation Rate (15 years and over) (%),61.6
South-East,2000Q4,Persons aged 15 years and over in Employment (Thousand),182.2
South-East,2000Q4,Unemployed Persons aged 15 years and over (Thousand),7.5
South-East,2000Q4,Persons aged 15 years and over in Labour Force (Thousand),189.7
South-East,2000Q4,ILO Unemployment Rate (15 - 74 years) (%),4.0
South-East,2000Q4,ILO Participation Rate (15 years and over) (%),59.0
South-East,2001Q1,Persons aged 15 years and over in Employment (Thousand),181.6
South-East,2001Q1,Unemployed Persons aged 15 years and over (Thousand),8.0
South-East,2001Q1,Persons aged 15 years and over in Labour Force (Thousand),189.6
South-East,2001Q1,ILO Unemployment Rate (15 - 74 years) (%),4.2
South-East,2001Q1,ILO Participation Rate (15 years and over) (%),58.8
South-East,2001Q2,Persons aged 15 years and over in Employment (Thousand),185.7
South-East,2001Q2,Unemployed Persons aged 15 years and over (Thousand),8.0
South-East,2001Q2,Persons aged 15 years and over in Labour Force (Thousand),193.7
South-East,2001Q2,ILO Unemployment Rate (15 - 74 years) (%),4.2
South-East,2001Q2,ILO Participation Rate (15 years and over) (%),59.8
South-East,2001Q3,Persons aged 15 years and over in Employment (Thousand),196.4
South-East,2001Q3,Unemployed Persons aged 15 years and over (Thousand),8.0
South-East,2001Q3,Persons aged 15 years and over in Labour Force (Thousand),204.4
South-East,2001Q3,ILO Unemployment Rate (15 - 74 years) (%),3.9
South-East,2001Q3,ILO Participation Rate (15 years and over) (%),62.8
South-East,2001Q4,Persons aged 15 years and over in Employment (Thousand),191.2
South-East,2001Q4,Unemployed Persons aged 15 years and over (Thousand),7.3
South-East,2001Q4,Persons aged 15 years and over in Labour Force (Thousand),198.6
South-East,2001Q4,ILO Unemployment Rate (15 - 74 years) (%),3.7
South-East,2001Q4,ILO Participation Rate (15 years and over) (%),60.6
South-East,2002Q1,Persons aged 15 years and over in Employment (Thousand),191.6
South-East,2002Q1,Unemployed Persons aged 15 years and over (Thousand),7.9
South-East,2002Q1,Persons aged 15 years and over in Labour Force (Thousand),199.4
South-East,2002Q1,ILO Unemployment Rate (15 - 74 years) (%),4.0
South-East,2002Q1,ILO Participation Rate (15 years and over) (%),60.7
South-East,2002Q2,Persons aged 15 years and over in Employment (Thousand),192.9
South-East,2002Q2,Unemployed Persons aged 15 years and over (Thousand),8.6
South-East,2002Q2,Persons aged 15 years and over in Labour Force (Thousand),201.6
South-East,2002Q2,ILO Unemployment Rate (15 - 74 years) (%),4.3
South-East,2002Q2,ILO Participation Rate (15 years and over) (%),61.0
South-East,2002Q3,Persons aged 15 years and over in Employment (Thousand),199.4
South-East,2002Q3,Unemployed Persons aged 15 years and over (Thousand),8.9
South-East,2002Q3,Persons aged 15 years and over in Labour Force (Thousand),208.3
South-East,2002Q3,ILO Unemployment Rate (15 - 74 years) (%),4.3
South-East,2002Q3,ILO Participation Rate (15 years and over) (%),62.8
South-East,2002Q4,Persons aged 15 years and over in Employment (Thousand),193.6
South-East,2002Q4,Unemployed Persons aged 15 years and over (Thousand),10.9
South-East,2002Q4,Persons aged 15 years and over in Labour Force (Thousand),204.5
South-East,2002Q4,ILO Unemployment Rate (15 - 74 years) (%),5.3
South-East,2002Q4,ILO Participation Rate (15 years and over) (%),61.3
South-East,2003Q1,Persons aged 15 years and over in Employment (Thousand),195.5
South-East,2003Q1,Unemployed Persons aged 15 years and over (Thousand),10.4
South-East,2003Q1,Persons aged 15 years and over in Labour Force (Thousand),205.9
South-East,2003Q1,ILO Unemployment Rate (15 - 74 years) (%),5.0
South-East,2003Q1,ILO Participation Rate (15 years and over) (%),61.4
South-East,2003Q2,Persons aged 15 years and over in Employment (Thousand),196.1
South-East,2003Q2,Unemployed Persons aged 15 years and over (Thousand),11.3
South-East,2003Q2,Persons aged 15 years and over in Labour Force (Thousand),207.4
South-East,2003Q2,ILO Unemployment Rate (15 - 74 years) (%),5.5
South-East,2003Q2,ILO Participation Rate (15 years and over) (%),61.7
South-East,2003Q3,Persons aged 15 years and over in Employment (Thousand),203.3
South-East,2003Q3,Unemployed Persons aged 15 years and over (Thousand),10.9
South-East,2003Q3,Persons aged 15 years and over in Labour Force (Thousand),214.2
South-East,2003Q3,ILO Unemployment Rate (15 - 74 years) (%),5.1
South-East,2003Q3,ILO Participation Rate (15 years and over) (%),63.4
South-East,2003Q4,Persons aged 15 years and over in Employment (Thousand),198.4
South-East,2003Q4,Unemployed Persons aged 15 years and over (Thousand),9.2
South-East,2003Q4,Persons aged 15 years and over in Labour Force (Thousand),207.6
South-East,2003Q4,ILO Unemployment Rate (15 - 74 years) (%),4.5
South-East,2003Q4,ILO Participation Rate (15 years and over) (%),61.0
South-East,2004Q1,Persons aged 15 years and over in Employment (Thousand),196.4
South-East,2004Q1,Unemployed Persons aged 15 years and over (Thousand),11.0
South-East,2004Q1,Persons aged 15 years and over in Labour Force (Thousand),207.5
South-East,2004Q1,ILO Unemployment Rate (15 - 74 years) (%),5.3
South-East,2004Q1,ILO Participation Rate (15 years and over) (%),60.8
South-East,2004Q2,Persons aged 15 years and over in Employment (Thousand),200.9
South-East,2004Q2,Unemployed Persons aged 15 years and over (Thousand),10.3
South-East,2004Q2,Persons aged 15 years and over in Labour Force (Thousand),211.2
South-East,2004Q2,ILO Unemployment Rate (15 - 74 years) (%),4.9
South-East,2004Q2,ILO Participation Rate (15 years and over) (%),61.6
South-East,2004Q3,Persons aged 15 years and over in Employment (Thousand),203.0
South-East,2004Q3,Unemployed Persons aged 15 years and over (Thousand),10.5
South-East,2004Q3,Persons aged 15 years and over in Labour Force (Thousand),213.5
South-East,2004Q3,ILO Unemployment Rate (15 - 74 years) (%),5.0
South-East,2004Q3,ILO Participation Rate (15 years and over) (%),61.8
South-East,2004Q4,Persons aged 15 years and over in Employment (Thousand),204.4
South-East,2004Q4,Unemployed Persons aged 15 years and over (Thousand),9.8
South-East,2004Q4,Persons aged 15 years and over in Labour Force (Thousand),214.2
South-East,2004Q4,ILO Unemployment Rate (15 - 74 years) (%),4.6
South-East,2004Q4,ILO Participation Rate (15 years and over) (%),61.5
South-East,2005Q1,Persons aged 15 years and over in Employment (Thousand),206.0
South-East,2005Q1,Unemployed Persons aged 15 years and over (Thousand),10.4
South-East,2005Q1,Persons aged 15 years and over in Labour Force (Thousand),216.4
South-East,2005Q1,ILO Unemployment Rate (15 - 74 years) (%),4.8
South-East,2005Q1,ILO Participation Rate (15 years and over) (%),61.8
South-East,2005Q2,Persons aged 15 years and over in Employment (Thousand),206.9
South-East,2005Q2,Unemployed Persons aged 15 years and over (Thousand),12.6
South-East,2005Q2,Persons aged 15 years and over in Labour Force (Thousand),219.5
South-East,2005Q2,ILO Unemployment Rate (15 - 74 years) (%),5.8
South-East,2005Q2,ILO Participation Rate (15 years and over) (%),62.3
South-East,2005Q3,Persons aged 15 years and over in Employment (Thousand),212.3
South-East,2005Q3,Unemployed Persons aged 15 years and over (Thousand),12.8
South-East,2005Q3,Persons aged 15 years and over in Labour Force (Thousand),225.1
South-East,2005Q3,ILO Unemployment Rate (15 - 74 years) (%),5.7
South-East,2005Q3,ILO Participation Rate (15 years and over) (%),63.3
South-East,2005Q4,Persons aged 15 years and over in Employment (Thousand),212.1
South-East,2005Q4,Unemployed Persons aged 15 years and over (Thousand),10.4
South-East,2005Q4,Persons aged 15 years and over in Labour Force (Thousand),222.5
South-East,2005Q4,ILO Unemployment Rate (15 - 74 years) (%),4.7
South-East,2005Q4,ILO Participation Rate (15 years and over) (%),62.0
South-East,2006Q1,Persons aged 15 years and over in Employment (Thousand),213.7
South-East,2006Q1,Unemployed Persons aged 15 years and over (Thousand),11.9
South-East,2006Q1,Persons aged 15 years and over in Labour Force (Thousand),225.6
South-East,2006Q1,ILO Unemployment Rate (15 - 74 years) (%),5.3
South-East,2006Q1,ILO Participation Rate (15 years and over) (%),62.5
South-East,2006Q2,Persons aged 15 years and over in Employment (Thousand),223.1
South-East,2006Q2,Unemployed Persons aged 15 years and over (Thousand),11.0
South-East,2006Q2,Persons aged 15 years and over in Labour Force (Thousand),234.1
South-East,2006Q2,ILO Unemployment Rate (15 - 74 years) (%),4.7
South-East,2006Q2,ILO Participation Rate (15 years and over) (%),64.3
South-East,2006Q3,Persons aged 15 years and over in Employment (Thousand),228.8
South-East,2006Q3,Unemployed Persons aged 15 years and over (Thousand),11.6
South-East,2006Q3,Persons aged 15 years and over in Labour Force (Thousand),240.3
South-East,2006Q3,ILO Unemployment Rate (15 - 74 years) (%),4.8
South-East,2006Q3,ILO Participation Rate (15 years and over) (%),65.4
South-East,2006Q4,Persons aged 15 years and over in Employment (Thousand),227.2
South-East,2006Q4,Unemployed Persons aged 15 years and over (Thousand),9.6
South-East,2006Q4,Persons aged 15 years and over in Labour Force (Thousand),236.8
South-East,2006Q4,ILO Unemployment Rate (15 - 74 years) (%),4.1
South-East,2006Q4,ILO Participation Rate (15 years and over) (%),63.9
South-East,2007Q1,Persons aged 15 years and over in Employment (Thousand),228.4
South-East,2007Q1,Unemployed Persons aged 15 years and over (Thousand),10.7
South-East,2007Q1,Persons aged 15 years and over in Labour Force (Thousand),239.0
South-East,2007Q1,ILO Unemployment Rate (15 - 74 years) (%),4.5
South-East,2007Q1,ILO Participation Rate (15 years and over) (%),64.0
South-East,2007Q2,Persons aged 15 years and over in Employment (Thousand),233.7
South-East,2007Q2,Unemployed Persons aged 15 years and over (Thousand),11.1
South-East,2007Q2,Persons aged 15 years and over in Labour Force (Thousand),244.8
South-East,2007Q2,ILO Unemployment Rate (15 - 74 years) (%),4.5
South-East,2007Q2,ILO Participation Rate (15 years and over) (%),65.1
South-East,2007Q3,Persons aged 15 years and over in Employment (Thousand),235.9
South-East,2007Q3,Unemployed Persons aged 15 years and over (Thousand),11.6
South-East,2007Q3,Persons aged 15 years and over in Labour Force (Thousand),247.5
South-East,2007Q3,ILO Unemployment Rate (15 - 74 years) (%),4.7
South-East,2007Q3,ILO Participation Rate (15 years and over) (%),65.3
South-East,2007Q4,Persons aged 15 years and over in Employment (Thousand),236.2
South-East,2007Q4,Unemployed Persons aged 15 years and over (Thousand),11.0
South-East,2007Q4,Persons aged 15 years and over in Labour Force (Thousand),247.2
South-East,2007Q4,ILO Unemployment Rate (15 - 74 years) (%),4.5
South-East,2007Q4,ILO Participation Rate (15 years and over) (%),64.7
South-East,2008Q1,Persons aged 15 years and over in Employment (Thousand),232.3
South-East,2008Q1,Unemployed Persons aged 15 years and over (Thousand),12.8
South-East,2008Q1,Persons aged 15 years and over in Labour Force (Thousand),245.1
South-East,2008Q1,ILO Unemployment Rate (15 - 74 years) (%),5.2
South-East,2008Q1,ILO Participation Rate (15 years and over) (%),63.7
South-East,2008Q2,Persons aged 15 years and over in Employment (Thousand),236.2
South-East,2008Q2,Unemployed Persons aged 15 years and over (Thousand),13.6
South-East,2008Q2,Persons aged 15 years and over in Labour Force (Thousand),249.7
South-East,2008Q2,ILO Unemployment Rate (15 - 74 years) (%),5.5
South-East,2008Q2,ILO Participation Rate (15 years and over) (%),64.6
South-East,2008Q3,Persons aged 15 years and over in Employment (Thousand),236.1
South-East,2008Q3,Unemployed Persons aged 15 years and over (Thousand),16.8
South-East,2008Q3,Persons aged 15 years and over in Labour Force (Thousand),252.9
South-East,2008Q3,ILO Unemployment Rate (15 - 74 years) (%),6.7
South-East,2008Q3,ILO Participation Rate (15 years and over) (%),65.3
South-East,2008Q4,Persons aged 15 years and over in Employment (Thousand),227.8
South-East,2008Q4,Unemployed Persons aged 15 years and over (Thousand),19.5
South-East,2008Q4,Persons aged 15 years and over in Labour Force (Thousand),247.3
South-East,2008Q4,ILO Unemployment Rate (15 - 74 years) (%),7.9
South-East,2008Q4,ILO Participation Rate (15 years and over) (%),63.7
South-East,2009Q1,Persons aged 15 years and over in Employment (Thousand),219.9
South-East,2009Q1,Unemployed Persons aged 15 years and over (Thousand),24.0
South-East,2009Q1,Persons aged 15 years and over in Labour Force (Thousand),243.9
South-East,2009Q1,ILO Unemployment Rate (15 - 74 years) (%),9.9
South-East,2009Q1,ILO Participation Rate (15 years and over) (%),62.7
South-East,2009Q2,Persons aged 15 years and over in Employment (Thousand),211.0
South-East,2009Q2,Unemployed Persons aged 15 years and over (Thousand),31.9
South-East,2009Q2,Persons aged 15 years and over in Labour Force (Thousand),243.0
South-East,2009Q2,ILO Unemployment Rate (15 - 74 years) (%),13.2
South-East,2009Q2,ILO Participation Rate (15 years and over) (%),62.3
South-East,2009Q3,Persons aged 15 years and over in Employment (Thousand),209.5
South-East,2009Q3,Unemployed Persons aged 15 years and over (Thousand),32.6
South-East,2009Q3,Persons aged 15 years and over in Labour Force (Thousand),242.2
South-East,2009Q3,ILO Unemployment Rate (15 - 74 years) (%),13.5
South-East,2009Q3,ILO Participation Rate (15 years and over) (%),62.1
South-East,2009Q4,Persons aged 15 years and over in Employment (Thousand),200.2
South-East,2009Q4,Unemployed Persons aged 15 years and over (Thousand),32.5
South-East,2009Q4,Persons aged 15 years and over in Labour Force (Thousand),232.6
South-East,2009Q4,ILO Unemployment Rate (15 - 74 years) (%),14.0
South-East,2009Q4,ILO Participation Rate (15 years and over) (%),59.6
South-East,2010Q1,Persons aged 15 years and over in Employment (Thousand),195.1
South-East,2010Q1,Unemployed Persons aged 15 years and over (Thousand),35.2
South-East,2010Q1,Persons aged 15 years and over in Labour Force (Thousand),230.3
South-East,2010Q1,ILO Unemployment Rate (15 - 74 years) (%),15.3
South-East,2010Q1,ILO Participation Rate (15 years and over) (%),59.0
South-East,2010Q2,Persons aged 15 years and over in Employment (Thousand),196.6
South-East,2010Q2,Unemployed Persons aged 15 years and over (Thousand),38.4
South-East,2010Q2,Persons aged 15 years and over in Labour Force (Thousand),235.0
South-East,2010Q2,ILO Unemployment Rate (15 - 74 years) (%),16.4
South-East,2010Q2,ILO Participation Rate (15 years and over) (%),60.2
South-East,2010Q3,Persons aged 15 years and over in Employment (Thousand),197.6
South-East,2010Q3,Unemployed Persons aged 15 years and over (Thousand),36.9
South-East,2010Q3,Persons aged 15 years and over in Labour Force (Thousand),234.5
South-East,2010Q3,ILO Unemployment Rate (15 - 74 years) (%),15.8
South-East,2010Q3,ILO Participation Rate (15 years and over) (%),60.1
South-East,2010Q4,Persons aged 15 years and over in Employment (Thousand),191.0
South-East,2010Q4,Unemployed Persons aged 15 years and over (Thousand),36.8
South-East,2010Q4,Persons aged 15 years and over in Labour Force (Thousand),227.8
South-East,2010Q4,ILO Unemployment Rate (15 - 74 years) (%),16.2
South-East,2010Q4,ILO Participation Rate (15 years and over) (%),58.4
South-East,2011Q1,Persons aged 15 years and over in Employment (Thousand),190.4
South-East,2011Q1,Unemployed Persons aged 15 years and over (Thousand),34.5
South-East,2011Q1,Persons aged 15 years and over in Labour Force (Thousand),224.9
South-East,2011Q1,ILO Unemployment Rate (15 - 74 years) (%),15.4
South-East,2011Q1,ILO Participation Rate (15 years and over) (%),57.6
South-East,2011Q2,Persons aged 15 years and over in Employment (Thousand),189.5
South-East,2011Q2,Unemployed Persons aged 15 years and over (Thousand),37.6
South-East,2011Q2,Persons aged 15 years and over in Labour Force (Thousand),227.1
South-East,2011Q2,ILO Unemployment Rate (15 - 74 years) (%),16.6
South-East,2011Q2,ILO Participation Rate (15 years and over) (%),58.2
South-East,2011Q3,Persons aged 15 years and over in Employment (Thousand),188.8
South-East,2011Q3,Unemployed Persons aged 15 years and over (Thousand),38.8
South-East,2011Q3,Persons aged 15 years and over in Labour Force (Thousand),227.6
South-East,2011Q3,ILO Unemployment Rate (15 - 74 years) (%),17.2
South-East,2011Q3,ILO Participation Rate (15 years and over) (%),58.4
South-East,2011Q4,Persons aged 15 years and over in Employment (Thousand),187.8
South-East,2011Q4,Unemployed Persons aged 15 years and over (Thousand),38.5
South-East,2011Q4,Persons aged 15 years and over in Labour Force (Thousand),226.3
South-East,2011Q4,ILO Unemployment Rate (15 - 74 years) (%),17.1
South-East,2011Q4,ILO Participation Rate (15 years and over) (%),58.0
South-West,1998Q1,Persons aged 15 years and over in Employment (Thousand),229.7
South-West,1998Q1,Unemployed Persons aged 15 years and over (Thousand),22.5
South-West,1998Q1,Persons aged 15 years and over in Labour Force (Thousand),252.3
South-West,1998Q1,ILO Unemployment Rate (15 - 74 years) (%),9.0
South-West,1998Q1,ILO Participation Rate (15 years and over) (%),58.8
South-West,1998Q2,Persons aged 15 years and over in Employment (Thousand),231.8
South-West,1998Q2,Unemployed Persons aged 15 years and over (Thousand),21.8
South-West,1998Q2,Persons aged 15 years and over in Labour Force (Thousand),253.6
South-West,1998Q2,ILO Unemployment Rate (15 - 74 years) (%),8.6
South-West,1998Q2,ILO Participation Rate (15 years and over) (%),58.8
South-West,1998Q3,Persons aged 15 years and over in Employment (Thousand),241.8
South-West,1998Q3,Unemployed Persons aged 15 years and over (Thousand),20.5
South-West,1998Q3,Persons aged 15 years and over in Labour Force (Thousand),262.4
South-West,1998Q3,ILO Unemployment Rate (15 - 74 years) (%),7.9
South-West,1998Q3,ILO Participation Rate (15 years and over) (%),60.4
South-West,1998Q4,Persons aged 15 years and over in Employment (Thousand),237.3
South-West,1998Q4,Unemployed Persons aged 15 years and over (Thousand),17.1
South-West,1998Q4,Persons aged 15 years and over in Labour Force (Thousand),254.4
South-West,1998Q4,ILO Unemployment Rate (15 - 74 years) (%),6.7
South-West,1998Q4,ILO Participation Rate (15 years and over) (%),58.3
South-West,1999Q1,Persons aged 15 years and over in Employment (Thousand),240.5
South-West,1999Q1,Unemployed Persons aged 15 years and over (Thousand),15.8
South-West,1999Q1,Persons aged 15 years and over in Labour Force (Thousand),256.3
South-West,1999Q1,ILO Unemployment Rate (15 - 74 years) (%),6.2
South-West,1999Q1,ILO Participation Rate (15 years and over) (%),58.6
South-West,1999Q2,Persons aged 15 years and over in Employment (Thousand),245.0
South-West,1999Q2,Unemployed Persons aged 15 years and over (Thousand),17.3
South-West,1999Q2,Persons aged 15 years and over in Labour Force (Thousand),262.4
South-West,1999Q2,ILO Unemployment Rate (15 - 74 years) (%),6.6
South-West,1999Q2,ILO Participation Rate (15 years and over) (%),59.8
South-West,1999Q3,Persons aged 15 years and over in Employment (Thousand),255.6
South-West,1999Q3,Unemployed Persons aged 15 years and over (Thousand),15.6
South-West,1999Q3,Persons aged 15 years and over in Labour Force (Thousand),271.2
South-West,1999Q3,ILO Unemployment Rate (15 - 74 years) (%),5.8
South-West,1999Q3,ILO Participation Rate (15 years and over) (%),61.6
South-West,1999Q4,Persons aged 15 years and over in Employment (Thousand),251.4
South-West,1999Q4,Unemployed Persons aged 15 years and over (Thousand),12.9
South-West,1999Q4,Persons aged 15 years and over in Labour Force (Thousand),264.3
South-West,1999Q4,ILO Unemployment Rate (15 - 74 years) (%),4.9
South-West,1999Q4,ILO Participation Rate (15 years and over) (%),59.8
South-West,2000Q1,Persons aged 15 years and over in Employment (Thousand),251.2
South-West,2000Q1,Unemployed Persons aged 15 years and over (Thousand),12.5
South-West,2000Q1,Persons aged 15 years and over in Labour Force (Thousand),263.8
South-West,2000Q1,ILO Unemployment Rate (15 - 74 years) (%),4.8
South-West,2000Q1,ILO Participation Rate (15 years and over) (%),59.5
South-West,2000Q2,Persons aged 15 years and over in Employment (Thousand),259.8
South-West,2000Q2,Unemployed Persons aged 15 years and over (Thousand),12.4
South-West,2000Q2,Persons aged 15 years and over in Labour Force (Thousand),272.2
South-West,2000Q2,ILO Unemployment Rate (15 - 74 years) (%),4.6
South-West,2000Q2,ILO Participation Rate (15 years and over) (%),61.3
South-West,2000Q3,Persons aged 15 years and over in Employment (Thousand),267.4
South-West,2000Q3,Unemployed Persons aged 15 years and over (Thousand),11.8
South-West,2000Q3,Persons aged 15 years and over in Labour Force (Thousand),279.2
South-West,2000Q3,ILO Unemployment Rate (15 - 74 years) (%),4.2
South-West,2000Q3,ILO Participation Rate (15 years and over) (%),62.6
South-West,2000Q4,Persons aged 15 years and over in Employment (Thousand),259.2
South-West,2000Q4,Unemployed Persons aged 15 years and over (Thousand),11.0
South-West,2000Q4,Persons aged 15 years and over in Labour Force (Thousand),270.3
South-West,2000Q4,ILO Unemployment Rate (15 - 74 years) (%),4.1
South-West,2000Q4,ILO Participation Rate (15 years and over) (%),60.2
South-West,2001Q1,Persons aged 15 years and over in Employment (Thousand),254.9
South-West,2001Q1,Unemployed Persons aged 15 years and over (Thousand),11.8
