Statistic,Nationality,ILO Economic Status,Quarter,value
Persons aged 15 years and over,Other nationalities (7),Unemployed,2007Q4,5.2
Persons aged 15 years and over,Other nationalities (7),Unemployed,2008Q1,5.7
Persons aged 15 years and over,Other nationalities (7),Unemployed,2008Q2,7.6
Persons aged 15 years and over,Other nationalities (7),Unemployed,2008Q3,10.1
Persons aged 15 years and over,Other nationalities (7),Unemployed,2008Q4,7.7
Persons aged 15 years and over,Other nationalities (7),Unemployed,2009Q1,10.7
Persons aged 15 years and over,Other nationalities (7),Unemployed,2009Q2,13.7
Persons aged 15 years and over,Other nationalities (7),Unemployed,2009Q3,15.4
Persons aged 15 years and over,Other nationalities (7),Unemployed,2009Q4,13.9
Persons aged 15 years and over,Other nationalities (7),Unemployed,2010Q1,13.2
Persons aged 15 years and over,Other nationalities (7),Unemployed,2010Q2,13.5
Persons aged 15 years and over,Other nationalities (7),Unemployed,2010Q3,15.2
Persons aged 15 years and over,Other nationalities (7),Unemployed,2010Q4,14.9
Persons aged 15 years and over,Other nationalities (7),Unemployed,2011Q1,12.4
Persons aged 15 years and over,Other nationalities (7),Unemployed,2011Q2,14.5
Persons aged 15 years and over,Other nationalities (7),Unemployed,2011Q3,14.2
Persons aged 15 years and over,Other nationalities (7),Unemployed,2011Q4,12.3
Persons aged 15 years and over,Other nationalities (7),Unemployed,2012Q1,15.8
Persons aged 15 years and over,Other nationalities (7),Unemployed,2012Q2,13.9
Persons aged 15 years and over,Other nationalities (7),Unemployed,2012Q3,15.5
Persons aged 15 years and over,Other nationalities (7),Unemployed,2012Q4,13.0
Persons aged 15 years and over,Other nationalities (7),Unemployed,2013Q1,13.1
Persons aged 15 years and over,Other nationalities (7),Unemployed,2013Q2,13.5
Persons aged 15 years and over,Other nationalities (7),Unemployed,2013Q3,13.7
Persons aged 15 years and over,Other nationalities (7),Unemployed,2013Q4,9.5
Persons aged 15 years and over,Other nationalities (7),Unemployed,2014Q1,10.4
Persons aged 15 years and over,Other nationalities (7),Unemployed,2014Q2,11.5
Persons aged 15 years and over,Other nationalities (7),Unemployed,2014Q3,9.9
Persons aged 15 years and over,Other nationalities (7),Unemployed,2014Q4,8.8
Persons aged 15 years and over,Other nationalities (7),Unemployed,2015Q1,8.9
Persons aged 15 years and over,Other nationalities (7),Unemployed,2015Q2,7.9
Persons aged 15 years and over,Other nationalities (7),Unemployed,2015Q3,9.8
Persons aged 15 years and over,Other nationalities (7),Unemployed,2015Q4,9.2
Persons aged 15 years and over,Other nationalities (7),Unemployed,2016Q1,6.7
Persons aged 15 years and over,Other nationalities (7),Unemployed,2016Q2,9.2
Persons aged 15 years and over,Other nationalities (7),Unemployed,2016Q3,10.1
Persons aged 15 years and over,Other nationalities (7),Unemployed,2016Q4,6.7
Persons aged 15 years and over,Other nationalities (7),Unemployed,2017Q1,7.2
Persons aged 15 years and over,Other nationalities (7),Unemployed,2017Q2,7.0
Persons aged 15 years and over,Other nationalities (7),Unemployed,2017Q3,
Persons aged 15 years and over,Other nationalities (7),Unemployed,2017Q4,
Persons aged 15 years and over,Other nationalities (7),Unemployed,2018Q1,8.6
Persons aged 15 years and over,Other nationalities (7),Unemployed,2018Q2,
Persons aged 15 years and over,Other nationalities (7),Unemployed,2018Q3,8.4
Persons aged 15 years and over,Other nationalities (7),Unemployed,2018Q4,10.2
Persons aged 15 years and over,Other nationalities (7),Unemployed,2019Q1,6.4
Persons aged 15 years and over,Other nationalities (7),Unemployed,2019Q2,8.4
Persons aged 15 years and over,Other nationalities (7),Unemployed,2019Q3,8.3
Persons aged 15 years and over,Other nationalities (7),Unemployed,2019Q4,7.4
Persons aged 15 years and over,Other nationalities (7),Not in labour force,1998Q1,
Persons aged 15 years and over,Other nationalities (7),Not in labour force,1998Q2,
Persons aged 15 years and over,Other nationalities (7),Not in labour force,1998Q3,
Persons aged 15 years and over,Other nationalities (7),Not in labour force,1998Q4,
Persons aged 15 years and over,Other nationalities (7),Not in labour force,1999Q1,
Persons aged 15 years and over,Other nationalities (7),Not in labour force,1999Q2,
Persons aged 15 years and over,Other nationalities (7),Not in labour force,1999Q3,
Persons aged 15 years and over,Other nationalities (7),Not in labour force,1999Q4,
Persons aged 15 years and over,Other nationalities (7),Not in labour force,2000Q1,
Persons aged 15 years and over,Other nationalities (7),Not in labour force,2000Q2,
Persons aged 15 years and over,Other nationalities (7),Not in labour force,2000Q3,
Persons aged 15 years and over,Other nationalities (7),Not in labour force,2000Q4,
Persons aged 15 years and over,Other nationalities (7),Not in labour force,2001Q1,
Persons aged 15 years and over,Other nationalities (7),Not in labour force,2001Q2,
Persons aged 15 years and over,Other nationalities (7),Not in labour force,2001Q3,
Persons aged 15 years and over,Other nationalities (7),Not in labour force,2001Q4,
Persons aged 15 years and over,Other nationalities (7),Not in labour force,2002Q1,
Persons aged 15 years and over,Other nationalities (7),Not in labour force,2002Q2,
Persons aged 15 years and over,Other nationalities (7),Not in labour force,2002Q3,
Persons aged 15 years and over,Other nationalities (7),Not in labour force,2002Q4,
Persons aged 15 years and over,Other nationalities (7),Not in labour force,2003Q1,
Persons aged 15 years and over,Other nationalities (7),Not in labour force,2003Q2,
Persons aged 15 years and over,Other nationalities (7),Not in labour force,2003Q3,
Persons aged 15 years and over,Other nationalities (7),Not in labour force,2003Q4,
Persons aged 15 years and over,Other nationalities (7),Not in labour force,2004Q1,
Persons aged 15 years and over,Other nationalities (7),Not in labour force,2004Q2,
Persons aged 15 years and over,Other nationalities (7),Not in labour force,2004Q3,
Persons aged 15 years and over,Other nationalities (7),Not in labour force,2004Q4,
Persons aged 15 years and over,Other nationalities (7),Not in labour force,2005Q1,
Persons aged 15 years and over,Other nationalities (7),Not in labour force,2005Q2,
Persons aged 15 years and over,Other nationalities (7),Not in labour force,2005Q3,
Persons aged 15 years and over,Other nationalities (7),Not in labour force,2005Q4,
Persons aged 15 years and over,Other nationalities (7),Not in labour force,2006Q1,
Persons aged 15 years and over,Other nationalities (7),Not in labour force,2006Q2,
Persons aged 15 years and over,Other nationalities (7),Not in labour force,2006Q3,36.1
Persons aged 15 years and over,Other nationalities (7),Not in labour force,2006Q4,39.5
Persons aged 15 years and over,Other nationalities (7),Not in labour force,2007Q1,36.5
Persons aged 15 years and over,Other nationalities (7),Not in labour force,2007Q2,35.7
Persons aged 15 years and over,Other nationalities (7),Not in labour force,2007Q3,35.5
Persons aged 15 years and over,Other nationalities (7),Not in labour force,2007Q4,37.6
Persons aged 15 years and over,Other nationalities (7),Not in labour force,2008Q1,35.8
Persons aged 15 years and over,Other nationalities (7),Not in labour force,2008Q2,35.3
Persons aged 15 years and over,Other nationalities (7),Not in labour force,2008Q3,37.2
Persons aged 15 years and over,Other nationalities (7),Not in labour force,2008Q4,40.4
Persons aged 15 years and over,Other nationalities (7),Not in labour force,2009Q1,42.5
Persons aged 15 years and over,Other nationalities (7),Not in labour force,2009Q2,42.9
Persons aged 15 years and over,Other nationalities (7),Not in labour force,2009Q3,40.5
Persons aged 15 years and over,Other nationalities (7),Not in labour force,2009Q4,42.6
Persons aged 15 years and over,Other nationalities (7),Not in labour force,2010Q1,47.9
Persons aged 15 years and over,Other nationalities (7),Not in labour force,2010Q2,45.3
Persons aged 15 years and over,Other nationalities (7),Not in labour force,2010Q3,45.7
Persons aged 15 years and over,Other nationalities (7),Not in labour force,2010Q4,49.0
Persons aged 15 years and over,Other nationalities (7),Not in labour force,2011Q1,50.7
Persons aged 15 years and over,Other nationalities (7),Not in labour force,2011Q2,46.3
Persons aged 15 years and over,Other nationalities (7),Not in labour force,2011Q3,44.4
Persons aged 15 years and over,Other nationalities (7),Not in labour force,2011Q4,48.9
Persons aged 15 years and over,Other nationalities (7),Not in labour force,2012Q1,46.6
Persons aged 15 years and over,Other nationalities (7),Not in labour force,2012Q2,45.3
Persons aged 15 years and over,Other nationalities (7),Not in labour force,2012Q3,47.1
Persons aged 15 years and over,Other nationalities (7),Not in labour force,2012Q4,47.4
Persons aged 15 years and over,Other nationalities (7),Not in labour force,2013Q1,45.7
Persons aged 15 years and over,Other nationalities (7),Not in labour force,2013Q2,42.5
Persons aged 15 years and over,Other nationalities (7),Not in labour force,2013Q3,39.0
Persons aged 15 years and over,Other nationalities (7),Not in labour force,2013Q4,42.1
Persons aged 15 years and over,Other nationalities (7),Not in labour force,2014Q1,41.9
Persons aged 15 years and over,Other nationalities (7),Not in labour force,2014Q2,38.4
Persons aged 15 years and over,Other nationalities (7),Not in labour force,2014Q3,38.0
Persons aged 15 years and over,Other nationalities (7),Not in labour force,2014Q4,43.1
Persons aged 15 years and over,Other nationalities (7),Not in labour force,2015Q1,44.1
Persons aged 15 years and over,Other nationalities (7),Not in labour force,2015Q2,43.5
Persons aged 15 years and over,Other nationalities (7),Not in labour force,2015Q3,40.2
Persons aged 15 years and over,Other nationalities (7),Not in labour force,2015Q4,41.4
Persons aged 15 years and over,Other nationalities (7),Not in labour force,2016Q1,43.5
Persons aged 15 years and over,Other nationalities (7),Not in labour force,2016Q2,40.0
Persons aged 15 years and over,Other nationalities (7),Not in labour force,2016Q3,36.8
Persons aged 15 years and over,Other nationalities (7),Not in labour force,2016Q4,42.8
Persons aged 15 years and over,Other nationalities (7),Not in labour force,2017Q1,44.1
Persons aged 15 years and over,Other nationalities (7),Not in labour force,2017Q2,44.7
Persons aged 15 years and over,Other nationalities (7),Not in labour force,2017Q3,38.8
Persons aged 15 years and over,Other nationalities (7),Not in labour force,2017Q4,45.4
Persons aged 15 years and over,Other nationalities (7),Not in labour force,2018Q1,37.9
Persons aged 15 years and over,Other nationalities (7),Not in labour force,2018Q2,42.3
Persons aged 15 years and over,Other nationalities (7),Not in labour force,2018Q3,42.1
Persons aged 15 years and over,Other nationalities (7),Not in labour force,2018Q4,43.3
Persons aged 15 years and over,Other nationalities (7),Not in labour force,2019Q1,49.5
Persons aged 15 years and over,Other nationalities (7),Not in labour force,2019Q2,45.9
Persons aged 15 years and over,Other nationalities (7),Not in labour force,2019Q3,47.0
Persons aged 15 years and over,Other nationalities (7),Not in labour force,2019Q4,48.5
Persons aged 15 years and over,EU15 to EU28 states,All ILO economic status,1998Q1,
Persons aged 15 years and over,EU15 to EU28 states,All ILO economic status,1998Q2,
Persons aged 15 years and over,EU15 to EU28 states,All ILO economic status,1998Q3,
Persons aged 15 years and over,EU15 to EU28 states,All ILO economic status,1998Q4,
Persons aged 15 years and over,EU15 to EU28 states,All ILO economic status,1999Q1,
Persons aged 15 years and over,EU15 to EU28 states,All ILO economic status,1999Q2,
Persons aged 15 years and over,EU15 to EU28 states,All ILO economic status,1999Q3,
Persons aged 15 years and over,EU15 to EU28 states,All ILO economic status,1999Q4,
Persons aged 15 years and over,EU15 to EU28 states,All ILO economic status,2000Q1,
Persons aged 15 years and over,EU15 to EU28 states,All ILO economic status,2000Q2,
Persons aged 15 years and over,EU15 to EU28 states,All ILO economic status,2000Q3,
Persons aged 15 years and over,EU15 to EU28 states,All ILO economic status,2000Q4,
Persons aged 15 years and over,EU15 to EU28 states,All ILO economic status,2001Q1,
Persons aged 15 years and over,EU15 to EU28 states,All ILO economic status,2001Q2,
Persons aged 15 years and over,EU15 to EU28 states,All ILO economic status,2001Q3,
Persons aged 15 years and over,EU15 to EU28 states,All ILO economic status,2001Q4,
Persons aged 15 years and over,EU15 to EU28 states,All ILO economic status,2002Q1,
Persons aged 15 years and over,EU15 to EU28 states,All ILO economic status,2002Q2,
Persons aged 15 years and over,EU15 to EU28 states,All ILO economic status,2002Q3,
Persons aged 15 years and over,EU15 to EU28 states,All ILO economic status,2002Q4,
Persons aged 15 years and over,EU15 to EU28 states,All ILO economic status,2003Q1,
Persons aged 15 years and over,EU15 to EU28 states,All ILO economic status,2003Q2,
Persons aged 15 years and over,EU15 to EU28 states,All ILO economic status,2003Q3,
Persons aged 15 years and over,EU15 to EU28 states,All ILO economic status,2003Q4,
Persons aged 15 years and over,EU15 to EU28 states,All ILO economic status,2004Q1,
Persons aged 15 years and over,EU15 to EU28 states,All ILO economic status,2004Q2,
Persons aged 15 years and over,EU15 to EU28 states,All ILO economic status,2004Q3,
Persons aged 15 years and over,EU15 to EU28 states,All ILO economic status,2004Q4,
Persons aged 15 years and over,EU15 to EU28 states,All ILO economic status,2005Q1,
Persons aged 15 years and over,EU15 to EU28 states,All ILO economic status,2005Q2,
Persons aged 15 years and over,EU15 to EU28 states,All ILO economic status,2005Q3,
Persons aged 15 years and over,EU15 to EU28 states,All ILO economic status,2005Q4,
Persons aged 15 years and over,EU15 to EU28 states,All ILO economic status,2006Q1,
Persons aged 15 years and over,EU15 to EU28 states,All ILO economic status,2006Q2,
Persons aged 15 years and over,EU15 to EU28 states,All ILO economic status,2006Q3,137.3
Persons aged 15 years and over,EU15 to EU28 states,All ILO economic status,2006Q4,151.6
Persons aged 15 years and over,EU15 to EU28 states,All ILO economic status,2007Q1,178.3
Persons aged 15 years and over,EU15 to EU28 states,All ILO economic status,2007Q2,191.8
Persons aged 15 years and over,EU15 to EU28 states,All ILO economic status,2007Q3,200.7
Persons aged 15 years and over,EU15 to EU28 states,All ILO economic status,2007Q4,210.0
Persons aged 15 years and over,EU15 to EU28 states,All ILO economic status,2008Q1,216.8
Persons aged 15 years and over,EU15 to EU28 states,All ILO economic status,2008Q2,219.4
Persons aged 15 years and over,EU15 to EU28 states,All ILO economic status,2008Q3,218.3
Persons aged 15 years and over,EU15 to EU28 states,All ILO economic status,2008Q4,215.3
Persons aged 15 years and over,EU15 to EU28 states,All ILO economic status,2009Q1,211.6
Persons aged 15 years and over,EU15 to EU28 states,All ILO economic status,2009Q2,209.1
Persons aged 15 years and over,EU15 to EU28 states,All ILO economic status,2009Q3,206.7
Persons aged 15 years and over,EU15 to EU28 states,All ILO economic status,2009Q4,203.5
Persons aged 15 years and over,EU15 to EU28 states,All ILO economic status,2010Q1,200.6
Persons aged 15 years and over,EU15 to EU28 states,All ILO economic status,2010Q2,198.1
Persons aged 15 years and over,EU15 to EU28 states,All ILO economic status,2010Q3,197.0
Persons aged 15 years and over,EU15 to EU28 states,All ILO economic status,2010Q4,195.7
Persons aged 15 years and over,EU15 to EU28 states,All ILO economic status,2011Q1,194.1
Persons aged 15 years and over,EU15 to EU28 states,All ILO economic status,2011Q2,192.7
Persons aged 15 years and over,EU15 to EU28 states,All ILO economic status,2011Q3,192.9
Persons aged 15 years and over,EU15 to EU28 states,All ILO economic status,2011Q4,193.2
Persons aged 15 years and over,EU15 to EU28 states,All ILO economic status,2012Q1,193.1
Persons aged 15 years and over,EU15 to EU28 states,All ILO economic status,2012Q2,193.6
Persons aged 15 years and over,EU15 to EU28 states,All ILO economic status,2012Q3,194.3
Persons aged 15 years and over,EU15 to EU28 states,All ILO economic status,2012Q4,194.7
Persons aged 15 years and over,EU15 to EU28 states,All ILO economic status,2013Q1,194.8
Persons aged 15 years and over,EU15 to EU28 states,All ILO economic status,2013Q2,195.1
Persons aged 15 years and over,EU15 to EU28 states,All ILO economic status,2013Q3,198.8
Persons aged 15 years and over,EU15 to EU28 states,All ILO economic status,2013Q4,201.8
Persons aged 15 years and over,EU15 to EU28 states,All ILO economic status,2014Q1,202.8
Persons aged 15 years and over,EU15 to EU28 states,All ILO economic status,2014Q2,203.8
Persons aged 15 years and over,EU15 to EU28 states,All ILO economic status,2014Q3,205.2
Persons aged 15 years and over,EU15 to EU28 states,All ILO economic status,2014Q4,206.5
Persons aged 15 years and over,EU15 to EU28 states,All ILO economic status,2015Q1,207.9
Persons aged 15 years and over,EU15 to EU28 states,All ILO economic status,2015Q2,209.1
Persons aged 15 years and over,EU15 to EU28 states,All ILO economic status,2015Q3,202.9
Persons aged 15 years and over,EU15 to EU28 states,All ILO economic status,2015Q4,208.5
Persons aged 15 years and over,EU15 to EU28 states,All ILO economic status,2016Q1,209.3
Persons aged 15 years and over,EU15 to EU28 states,All ILO economic status,2016Q2,210.8
Persons aged 15 years and over,EU15 to EU28 states,All ILO economic status,2016Q3,211.0
Persons aged 15 years and over,EU15 to EU28 states,All ILO economic status,2016Q4,211.1
Persons aged 15 years and over,EU15 to EU28 states,All ILO economic status,2017Q1,210.7
Persons aged 15 years and over,EU15 to EU28 states,All ILO economic status,2017Q2,210.8
Persons aged 15 years and over,EU15 to EU28 states,All ILO economic status,2017Q3,211.8
Persons aged 15 years and over,EU15 to EU28 states,All ILO economic status,2017Q4,212.6
Persons aged 15 years and over,EU15 to EU28 states,All ILO economic status,2018Q1,213.9
Persons aged 15 years and over,EU15 to EU28 states,All ILO economic status,2018Q2,215.2
Persons aged 15 years and over,EU15 to EU28 states,All ILO economic status,2018Q3,215.0
Persons aged 15 years and over,EU15 to EU28 states,All ILO economic status,2018Q4,217.0
Persons aged 15 years and over,EU15 to EU28 states,All ILO economic status,2019Q1,216.7
Persons aged 15 years and over,EU15 to EU28 states,All ILO economic status,2019Q2,218.2
Persons aged 15 years and over,EU15 to EU28 states,All ILO economic status,2019Q3,218.6
Persons aged 15 years and over,EU15 to EU28 states,All ILO economic status,2019Q4,220.3
Persons aged 15 years and over,EU15 to EU28 states,In labour force,1998Q1,
Persons aged 15 years and over,EU15 to EU28 states,In labour force,1998Q2,
Persons aged 15 years and over,EU15 to EU28 states,In labour force,1998Q3,
Persons aged 15 years and over,EU15 to EU28 states,In labour force,1998Q4,
Persons aged 15 years and over,EU15 to EU28 states,In labour force,1999Q1,
Persons aged 15 years and over,EU15 to EU28 states,In labour force,1999Q2,
Persons aged 15 years and over,EU15 to EU28 states,In labour force,1999Q3,
Persons aged 15 years and over,EU15 to EU28 states,In labour force,1999Q4,
Persons aged 15 years and over,EU15 to EU28 states,In labour force,2000Q1,
Persons aged 15 years and over,EU15 to EU28 states,In labour force,2000Q2,
Persons aged 15 years and over,EU15 to EU28 states,In labour force,2000Q3,
Persons aged 15 years and over,EU15 to EU28 states,In labour force,2000Q4,
Persons aged 15 years and over,EU15 to EU28 states,In labour force,2001Q1,
Persons aged 15 years and over,EU15 to EU28 states,In labour force,2001Q2,
Persons aged 15 years and over,EU15 to EU28 states,In labour force,2001Q3,
Persons aged 15 years and over,EU15 to EU28 states,In labour force,2001Q4,
Persons aged 15 years and over,EU15 to EU28 states,In labour force,2002Q1,
Persons aged 15 years and over,EU15 to EU28 states,In labour force,2002Q2,
Persons aged 15 years and over,EU15 to EU28 states,In labour force,2002Q3,
Persons aged 15 years and over,EU15 to EU28 states,In labour force,2002Q4,
Persons aged 15 years and over,EU15 to EU28 states,In labour force,2003Q1,
Persons aged 15 years and over,EU15 to EU28 states,In labour force,2003Q2,
Persons aged 15 years and over,EU15 to EU28 states,In labour force,2003Q3,
Persons aged 15 years and over,EU15 to EU28 states,In labour force,2003Q4,
Persons aged 15 years and over,EU15 to EU28 states,In labour force,2004Q1,
Persons aged 15 years and over,EU15 to EU28 states,In labour force,2004Q2,
Persons aged 15 years and over,EU15 to EU28 states,In labour force,2004Q3,
Persons aged 15 years and over,EU15 to EU28 states,In labour force,2004Q4,
Persons aged 15 years and over,EU15 to EU28 states,In labour force,2005Q1,
Persons aged 15 years and over,EU15 to EU28 states,In labour force,2005Q2,
Persons aged 15 years and over,EU15 to EU28 states,In labour force,2005Q3,
Persons aged 15 years and over,EU15 to EU28 states,In labour force,2005Q4,
Persons aged 15 years and over,EU15 to EU28 states,In labour force,2006Q1,
Persons aged 15 years and over,EU15 to EU28 states,In labour force,2006Q2,
Persons aged 15 years and over,EU15 to EU28 states,In labour force,2006Q3,126.0
Persons aged 15 years and over,EU15 to EU28 states,In labour force,2006Q4,139.2
Persons aged 15 years and over,EU15 to EU28 states,In labour force,2007Q1,161.1
Persons aged 15 years and over,EU15 to EU28 states,In labour force,2007Q2,173.6
Persons aged 15 years and over,EU15 to EU28 states,In labour force,2007Q3,180.2
Persons aged 15 years and over,EU15 to EU28 states,In labour force,2007Q4,184.4
Persons aged 15 years and over,EU15 to EU28 states,In labour force,2008Q1,191.0
Persons aged 15 years and over,EU15 to EU28 states,In labour force,2008Q2,190.9
Persons aged 15 years and over,EU15 to EU28 states,In labour force,2008Q3,190.2
Persons aged 15 years and over,EU15 to EU28 states,In labour force,2008Q4,182.6
Persons aged 15 years and over,EU15 to EU28 states,In labour force,2009Q1,180.4
Persons aged 15 years and over,EU15 to EU28 states,In labour force,2009Q2,177.6
Persons aged 15 years and over,EU15 to EU28 states,In labour force,2009Q3,175.0
Persons aged 15 years and over,EU15 to EU28 states,In labour force,2009Q4,166.8
Persons aged 15 years and over,EU15 to EU28 states,In labour force,2010Q1,161.6
Persons aged 15 years and over,EU15 to EU28 states,In labour force,2010Q2,158.9
Persons aged 15 years and over,EU15 to EU28 states,In labour force,2010Q3,158.0
Persons aged 15 years and over,EU15 to EU28 states,In labour force,2010Q4,160.0
Persons aged 15 years and over,EU15 to EU28 states,In labour force,2011Q1,155.4
Persons aged 15 years and over,EU15 to EU28 states,In labour force,2011Q2,159.2
Persons aged 15 years and over,EU15 to EU28 states,In labour force,2011Q3,159.0
Persons aged 15 years and over,EU15 to EU28 states,In labour force,2011Q4,157.7
Persons aged 15 years and over,EU15 to EU28 states,In labour force,2012Q1,158.4
Persons aged 15 years and over,EU15 to EU28 states,In labour force,2012Q2,159.6
Persons aged 15 years and over,EU15 to EU28 states,In labour force,2012Q3,161.5
Persons aged 15 years and over,EU15 to EU28 states,In labour force,2012Q4,158.7
Persons aged 15 years and over,EU15 to EU28 states,In labour force,2013Q1,160.8
Persons aged 15 years and over,EU15 to EU28 states,In labour force,2013Q2,160.9
Persons aged 15 years and over,EU15 to EU28 states,In labour force,2013Q3,163.8
Persons aged 15 years and over,EU15 to EU28 states,In labour force,2013Q4,164.8
Persons aged 15 years and over,EU15 to EU28 states,In labour force,2014Q1,165.8
Persons aged 15 years and over,EU15 to EU28 states,In labour force,2014Q2,165.9
Persons aged 15 years and over,EU15 to EU28 states,In labour force,2014Q3,164.7
Persons aged 15 years and over,EU15 to EU28 states,In labour force,2014Q4,164.9
Persons aged 15 years and over,EU15 to EU28 states,In labour force,2015Q1,163.3
Persons aged 15 years and over,EU15 to EU28 states,In labour force,2015Q2,165.8
Persons aged 15 years and over,EU15 to EU28 states,In labour force,2015Q3,163.9
Persons aged 15 years and over,EU15 to EU28 states,In labour force,2015Q4,166.2
Persons aged 15 years and over,EU15 to EU28 states,In labour force,2016Q1,168.9
Persons aged 15 years and over,EU15 to EU28 states,In labour force,2016Q2,171.3
Persons aged 15 years and over,EU15 to EU28 states,In labour force,2016Q3,168.7
Persons aged 15 years and over,EU15 to EU28 states,In labour force,2016Q4,167.7
Persons aged 15 years and over,EU15 to EU28 states,In labour force,2017Q1,169.2
Persons aged 15 years and over,EU15 to EU28 states,In labour force,2017Q2,167.5
Persons aged 15 years and over,EU15 to EU28 states,In labour force,2017Q3,173.4
Persons aged 15 years and over,EU15 to EU28 states,In labour force,2017Q4,172.4
Persons aged 15 years and over,EU15 to EU28 states,In labour force,2018Q1,171.2
Persons aged 15 years and over,EU15 to EU28 states,In labour force,2018Q2,173.9
Persons aged 15 years and over,EU15 to EU28 states,In labour force,2018Q3,178.7
Persons aged 15 years and over,EU15 to EU28 states,In labour force,2018Q4,174.2
Persons aged 15 years and over,EU15 to EU28 states,In labour force,2019Q1,172.7
Persons aged 15 years and over,EU15 to EU28 states,In labour force,2019Q2,170.3
Persons aged 15 years and over,EU15 to EU28 states,In labour force,2019Q3,176.3
Persons aged 15 years and over,EU15 to EU28 states,In labour force,2019Q4,172.6
Persons aged 15 years and over,EU15 to EU28 states,In employment,1998Q1,
Persons aged 15 years and over,EU15 to EU28 states,In employment,1998Q2,
Persons aged 15 years and over,EU15 to EU28 states,In employment,1998Q3,
Persons aged 15 years and over,EU15 to EU28 states,In employment,1998Q4,
Persons aged 15 years and over,EU15 to EU28 states,In employment,1999Q1,
Persons aged 15 years and over,EU15 to EU28 states,In employment,1999Q2,
Persons aged 15 years and over,EU15 to EU28 states,In employment,1999Q3,
Persons aged 15 years and over,EU15 to EU28 states,In employment,1999Q4,
Persons aged 15 years and over,EU15 to EU28 states,In employment,2000Q1,
Persons aged 15 years and over,EU15 to EU28 states,In employment,2000Q2,
Persons aged 15 years and over,EU15 to EU28 states,In employment,2000Q3,
Persons aged 15 years and over,EU15 to EU28 states,In employment,2000Q4,
Persons aged 15 years and over,EU15 to EU28 states,In employment,2001Q1,
Persons aged 15 years and over,EU15 to EU28 states,In employment,2001Q2,
Persons aged 15 years and over,EU15 to EU28 states,In employment,2001Q3,
Persons aged 15 years and over,EU15 to EU28 states,In employment,2001Q4,
Persons aged 15 years and over,EU15 to EU28 states,In employment,2002Q1,
Persons aged 15 years and over,EU15 to EU28 states,In employment,2002Q2,
Persons aged 15 years and over,EU15 to EU28 states,In employment,2002Q3,
Persons aged 15 years and over,EU15 to EU28 states,In employment,2002Q4,
Persons aged 15 years and over,EU15 to EU28 states,In employment,2003Q1,
Persons aged 15 years and over,EU15 to EU28 states,In employment,2003Q2,
Persons aged 15 years and over,EU15 to EU28 states,In employment,2003Q3,
Persons aged 15 years and over,EU15 to EU28 states,In employment,2003Q4,
Persons aged 15 years and over,EU15 to EU28 states,In employment,2004Q1,
Persons aged 15 years and over,EU15 to EU28 states,In employment,2004Q2,
Persons aged 15 years and over,EU15 to EU28 states,In employment,2004Q3,
Persons aged 15 years and over,EU15 to EU28 states,In employment,2004Q4,
Persons aged 15 years and over,EU15 to EU28 states,In employment,2005Q1,
Persons aged 15 years and over,EU15 to EU28 states,In employment,2005Q2,
Persons aged 15 years and over,EU15 to EU28 states,In employment,2005Q3,
Persons aged 15 years and over,EU15 to EU28 states,In employment,2005Q4,
Persons aged 15 years and over,EU15 to EU28 states,In employment,2006Q1,
Persons aged 15 years and over,EU15 to EU28 states,In employment,2006Q2,
Persons aged 15 years and over,EU15 to EU28 states,In employment,2006Q3,117.8
Persons aged 15 years and over,EU15 to EU28 states,In employment,2006Q4,130.9
Persons aged 15 years and over,EU15 to EU28 states,In employment,2007Q1,151.0
Persons aged 15 years and over,EU15 to EU28 states,In employment,2007Q2,164.1
Persons aged 15 years and over,EU15 to EU28 states,In employment,2007Q3,170.9
Persons aged 15 years and over,EU15 to EU28 states,In employment,2007Q4,173.7
Persons aged 15 years and over,EU15 to EU28 states,In employment,2008Q1,177.9
Persons aged 15 years and over,EU15 to EU28 states,In employment,2008Q2,177.2
Persons aged 15 years and over,EU15 to EU28 states,In employment,2008Q3,171.5
Persons aged 15 years and over,EU15 to EU28 states,In employment,2008Q4,164.7
Persons aged 15 years and over,EU15 to EU28 states,In employment,2009Q1,147.7
Persons aged 15 years and over,EU15 to EU28 states,In employment,2009Q2,143.2
Persons aged 15 years and over,EU15 to EU28 states,In employment,2009Q3,139.3
Persons aged 15 years and over,EU15 to EU28 states,In employment,2009Q4,134.4
Persons aged 15 years and over,EU15 to EU28 states,In employment,2010Q1,131.2
Persons aged 15 years and over,EU15 to EU28 states,In employment,2010Q2,125.9
Persons aged 15 years and over,EU15 to EU28 states,In employment,2010Q3,125.0
Persons aged 15 years and over,EU15 to EU28 states,In employment,2010Q4,125.2
Persons aged 15 years and over,EU15 to EU28 states,In employment,2011Q1,122.2
Persons aged 15 years and over,EU15 to EU28 states,In employment,2011Q2,126.6
Persons aged 15 years and over,EU15 to EU28 states,In employment,2011Q3,128.1
Persons aged 15 years and over,EU15 to EU28 states,In employment,2011Q4,126.0
Persons aged 15 years and over,EU15 to EU28 states,In employment,2012Q1,127.5
Persons aged 15 years and over,EU15 to EU28 states,In employment,2012Q2,127.8
Persons aged 15 years and over,EU15 to EU28 states,In employment,2012Q3,130.5
Persons aged 15 years and over,EU15 to EU28 states,In employment,2012Q4,130.5
Persons aged 15 years and over,EU15 to EU28 states,In employment,2013Q1,127.3
